No.Item	Fecha	 	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	054	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
542387	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	2				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	164.88	PS_SDM30_.	NO	4983476955		
542388	30/10/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1				1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	384.12	PS_SDM30_.	NO	4983483455		
542393	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	8				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	659.52	PS_SDM30_.	NO	4983476955		
542395	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542398	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542399	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542400	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542402	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542404	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542406	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542407	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO	4983476955		
542413	30/10/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	8				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	659.52	PS_SDM30_.	NO	4983476955		
542416	30/10/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C31748900	6				1301	circuit board assy	NA	HALB	S.Real/AutoBF	378.48	PSAD_GM BRASIL_A.ANA TA	NO	4983476613		
542440	30/10/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	1				1301	SMT Bot Chrysler RT ORC MY13	NA	HALB	S.Real/AutoBF	111.08	PS_CHRYSLER MY2013_E.ED	NO	4983476592		
542441	30/10/2014	ZSCR	551	030-1	NA	'054	A2C53413652	NA	A2C53412223	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	4983485807		
542452	30/10/2014	ZSCR	551	030-1	NA	'054	A2C86816801	NA	A2C8661710093	1				1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO	4983483361		
542455	30/10/2014	ZSCR	551	030-1	NA	'054	A2C5337551192	NA	A2C53338029	5				1301	pcb panel multiple 6-up main	NA	ROH	NA	106.9	PS_ARAMIS III_E.EDWIN R	NO	4983481333		
542458	30/10/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1				1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	4983483374		
542459	30/10/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1				1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	4983483374		
542461	30/10/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1				1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	81.06	PS_ARAMIS III_E.EDWIN R	NO	4983476841		
542468	30/10/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	6				1301	SMT Bot Chrysler RT ORC MY13	NA	HALB	S.Real/AutoBF	666.48	PS_CHRYSLER MY2013_E.ED	NO	4983476592		
542471	30/10/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	24				1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	225.6	OC_BOSE VW_A.ANA TAPIA-	NO	4983481220		
542472	30/10/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	6				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	308.58	PS_HONDA HRS6_J.JUAN CH	NO	4983476762		
																						***************		
																						***************		
																								
																						***************		
