No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	Adp		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
452202	02/05/2014	ZSCR	551	040-2	NA	'045	5WY7700	NA	A2C53117567	13	3011	45		1402	"pan head screw 3,0 x 6,00 heat"	NA	ROH	NA	1.82	S2_FOB READER_A.ANTONIO	NO	
452205	02/05/2014	ZSCR	551	040-2	NA	'045	A2C30852000	NA	A2C30342400	6	3011	45		1402	housing TOP	NA	ROH	NA	25.62	S6_WEBASTO_M.MIGUEL ZAV	NO	
452206	02/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C53244827	12	3011	45		1402	housing cover	NA	ROH	NA	13.08	S1_INTERNAL RECEIVER K2	NO	
452209	02/05/2014	ZSCR	551	040-2	NA	'045	5WY7703	NA	A2C53119451	5	3011	45		1402	COVER PATS CLIP ON 5WY7703	NA	ROH	NA	4.7	S1_PATS_M.MANUEL MANZAN	NO	
452214	02/05/2014	ZSCR	551	035-1	0	'045	6598147616T	NA	A2C00261800	3	3011	45		1351	"IC MCU BLK/HC908AZ60A,A1,QFP64_08,FLASH,"		ROH	NA	89.64	S1_EZKEY_E.EDGAR FLORES	NO	
452240	03/05/2014	ZSCR	551	040-2	NA	'045	5WY5977	NA	A2C53434669	1	3011	45		1402	Lower Housing	NA	ROH	NA	4.21	S1_PEPS_J.JAVIER BECERR	NO	
452240	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48900	NA	A2C00004906	2	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	3.28	S1_PEPS_J.JAVIER BECERR	NO	
452240	03/05/2014	ZSCR	551	040-2	NA	'045	5WY5971	NA	A2C31197800	2	3011	45		1402	Key ring	NA	ROH	NA	1.02	S1_PEPS_J.JAVIER BECERR	NO	
452240	03/05/2014	ZSCR	551	040-2	NA	'045	5WY5971	NA	A2C53429315	6	3011	45		1402	housing cover assy FOG FORD P	NA	ROH	NA	150	S1_PEPS_J.JAVIER BECERR	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48900	NA	A2C00004906	1	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.64	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53323911	1	3011	45		1402	housing	NA	ROH	NA	1.01	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53365040	2	3011	45		1402	housing bottom	NA	ROH	NA	1.8	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53323916	1	3011	45		1402	slide	NA	ROH	NA	0.75	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48904C	NA	A2C84601100	1	3011	45		1402	certification label	NA	ROH	NA	4.29	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48901	NA	A2C53394918	7	3011	45		1402	certification label	NA	ROH	NA	28.21	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48902	NA	A2C53319341	1	3011	45		1402	"compression spring D= 1,20x 0,25x 9,40"	NA	ROH	NA	0.04	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48902C	NA	A2C53358639	1	3011	45		1402	contact spring	NA	ROH	NA	0.46	S2_KEY FOB_A.ANTONIO AL	NO	
452284	03/05/2014	ZSCR	551	040-2	NA	'045	5WK48902C	NA	A2C53365041	7	3011	45		1402	housing	NA	ROH	NA	6.65	S2_KEY FOB_A.ANTONIO AL	NO	
452311	03/05/2014	ZSCR	551	040-3	NA	'045	S180144011	NA	A2C53430062	1	3011	45		1403	housing assy ISU L/UL/PBD	NA	ROH	NA	13.71	S2_NISSAN KEY FOB SQUAR	NO	
452311	03/05/2014	ZSCR	551	040-3	NA	'045	S180144015	NA	A2C53430063	1	3011	45		1403	housing assy ISU L/UL/T H	NA	ROH	NA	13.08	S2_NISSAN KEY FOB SQUAR	NO	
452311	03/05/2014	ZSCR	551	040-3	NA	'045	5WK48901	NA	A2C53394918	7	3011	45		1403	certification label	NA	ROH	NA	28.21	S2_NISSAN KEY FOB SQUAR	NO	4978262229
452311	03/05/2014	ZSCR	551	040-3	NA	'045	5WK48902C	NA	A2C53358639	67	3011	45		1403	contact spring	NA	ROH	NA	30.82	S2_NISSAN KEY FOB SQUAR	NO	4978262269
452311	03/05/2014	ZSCR	551	040-3	NA	'045	S180144002	NA	A2C53430060	1	3011	45		1403	housing assy ISU L/UL/PBD	NA	ROH	NA	13.08	S2_NISSAN KEY FOB SQUAR	NO	
452370	03/05/2014	ZSCR	551	040-2	NA	'045	A2C34710700	NA	A2C73614401	2	3011	45		1402	BOTTOM_HOUSING_GLOBAL A BCM	NA	ROH	NA	11.12	S1_BCM K2XX_L.LUIS LIZA	NO	
452409	03/05/2014	ZSCR	551	040-3	NA	'045	A2C83817600	NA	A2C83818700	6	3011	45		1403	sticker Chev Emblm	NA	ROH	NA	127.68	S1_EZKEY_L.LUIS LIZARRA	NO	
452454	03/05/2014	ZSCR	551	040-2	NA	'045	5WY8678	NA	A2C80174100	1	3011	45		1402	bracket FOG FORD PEPS	NA	ROH	NA	30.96	S1_PEPS_J.JAVIER BECERR	NO	
452514	03/05/2014	ZSCR	551	040-2	NA	'045	5WY7700	NA	A2C53117565	20	3011	45		1402	pin header 12P H 2R THP BK	NA	ROH	NA	69.8	S2_FOB READER_A.ANTONIO	NO	
452514	03/05/2014	ZSCR	551	040-2	NA	'045	5WY7700	NA	A2C53117567	30	3011	45		1402	"pan head screw 3,0 x 6,00 heat"	NA	ROH	NA	4.2	S2_FOB READER_A.ANTONIO	NO	
452517	03/05/2014	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C00004906	3	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	4.92	S1_PEPS_J.JAVIER BECERR	NO	
452517	03/05/2014	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C53429315	3	3011	45		1402	housing cover assy FOG FORD P	NA	ROH	NA	75	S1_PEPS_J.JAVIER BECERR	NO	
452517	03/05/2014	ZSCR	551	040-2	NA	'045	5WY8770	NA	A2C31197800	3	3011	45		1402	Key ring	NA	ROH	NA	1.53	S1_PEPS_J.JAVIER BECERR	NO	
452541	03/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	12	3011	45		1301	pcb assy	NA	ROH	NA	107.52	S1_INTERNAL RECEIVER K2	NO	
452591	03/05/2014	ZSCR	551	040-2	NA	'045	S180144018	NA	A2C53358639	14	3011	45		1402	contact spring	NA	ROH	NA	6.44	S2_NISSAN KEY FOB SQUAR	NO	
452591	03/05/2014	ZSCR	551	040-2	NA	'045	S180144018	NA	A2C53394918	6	3011	45		1402	certification label	NA	ROH	NA	24.18	S2_NISSAN KEY FOB SQUAR	NO	
452591	03/05/2014	ZSCR	551	040-2	NA	'045	S180144018	NA	A2C30115900	10	3011	45		1402	housing bottom	NA	ROH	NA	38.1	S2_NISSAN KEY FOB SQUAR	NO	
452591	03/05/2014	ZSCR	551	040-2	NA	'045	S180144018	NA	A2C00004906	17	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	27.88	S2_NISSAN KEY FOB SQUAR	NO	
452627	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C31227500	1	3011	45		1402	label	NA	ROH	NA	0.24	S1_PEPS PK 1 WAY_M.MANU	NO	
452627	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C31227400	1	3011	45		1402	contact spring	NA	ROH	NA	0.75	S1_PEPS PK 1 WAY_M.MANU	NO	
452627	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C31578100	1	3011	45		1402	contact spring	NA	ROH	NA	0.71	S1_PEPS PK 1 WAY_M.MANU	NO	
452627	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C37754600	5	3011	45		1402	housing	NA	ROH	NA	13.25	S1_PEPS PK 1 WAY_M.MANU	NO	
452627	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C53405271	1	3011	45		1402	Foam cushion	NA	ROH	NA	0.33	S1_PEPS PK 1 WAY_M.MANU	NO	
452653	03/05/2014	ZSCR	551	040-2	NA	'045	5WY8042	NA	A2C53211665	10	3011	45		1402	antenna FOG FORD M	NA	ROH	NA	30.4	S1_PEPS_J.JAVIER BECERR	NO	
452659	03/05/2014	ZSCR	551	040-2	NA	'045	A2C90248500	NA	A2C90248500	6	3011	45		1402	control device 433	NA	FERT	NA	396.36	S2_NIMOCO RECEIVER NISZ	NO	
452659	03/05/2014	ZSCR	551	040-2	NA	'045	A2C90248500	NA	A2C53423608	6	3011	45		1402	bracket NISZZDIVRECEI	NA	ROH	NA	15.48	S2_NIMOCO RECEIVER NISZ	NO	
452781	03/05/2014	ZSCR	551	030-1	NA	'045	A2C82290801	NA	A2C82290801	1	3011	45		1301	BCU VW PQ25 MY13 315 JLB high	NA	FERT	NA	246.5	S4_PQ25 LP3_. (APROBAC	NO	
452792	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31099700	NA	A2C53414277	8	3011	45		1402	cover connector	NA	ROH	NA	40.32	S2_BCM SQUARE D_R.RODRI	NO	
452796	03/05/2014	ZSCR	551	040-2	NA	'045	A2C30996800	NA	A2C00063571	1	3011	45		1402	"EX2-2U1S RELAY,POWER,TWIN,12V"	NA	ROH	NA	7.47	S6_KWANG JIN_J.JAVIER B	NO	
452796	03/05/2014	ZSCR	551	040-2	NA	'045	A2C73843501	NA	A2C40005902	1	3011	45		1402	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	0.28	S6_KWANG JIN_J.JAVIER B	NO	
452809	03/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	12	3011	45		1301	pcb assy	NA	ROH	NA	107.52	S1_INTERNAL RECEIVER K2	NO	
452810	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31578100	7	3011	45		1402	contact spring	NA	ROH	NA	4.97	S1_PK MY 13 FORD_M.MANU	NO	
452810	03/05/2014	ZSCR	551	040-2	NA	'045	5WY5971	NA	A2C53405271	7	3011	45		1402	Foam cushion	NA	ROH	NA	2.31	S1_PK MY 13 FORD_M.MANU	NO	
452810	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31227500	7	3011	45		1402	label	NA	ROH	NA	1.68	S1_PK MY 13 FORD_M.MANU	NO	
452810	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31227400	7	3011	45		1402	contact spring	NA	ROH	NA	5.25	S1_PK MY 13 FORD_M.MANU	NO	
452810	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C00045268	14	3011	45		1402	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	23.8	S1_PK MY 13 FORD_M.MANU	NO	
452810	03/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31227300	7	3011	45		1402	housing assy	NA	ROH	NA	18.27	S1_PK MY 13 FORD_M.MANU	NO	
452811	03/05/2014	ZSCR	551	040-3	NA	'045	5WY5971	NA	A2C53405271	8	3011	45		1403	Foam cushion	NA	ROH	NA	2.64	S1_PK MY 13 FORD_M.MANU	NO	4978262757
452903	04/05/2014	ZSCR	551	034-2	NA	'045	S180143001S	NA	A2C53103662	1	3011	45		1342	certification label	NA	ROH	NA	6.67	S2_NISSAN KEY FOB SQUAR	NO	
452929	04/05/2014	ZSCR	551	040-2	NA	'045	S180143001	NA	A2C53394918	2	3011	45		1402	certification label	NA	ROH	NA	8.06	S2_NISSAN KEY FOB CMF1_	NO	
452929	04/05/2014	ZSCR	551	040-2	NA	'045	S180143001	NA	A2C00004906	3	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	4.92	S2_NISSAN KEY FOB CMF1_	NO	
452931	04/05/2014	ZSCR	551	040-1	NA	'045	S180143004	NA	A2C84601100	1	3011	45		1401	certification label	NA	ROH	NA	4.29	S2_NISSAN KEY FOB CMF1_	NO	
452932	04/05/2014	ZSCR	551	040-2	NA	'045	S180143001	NA	A2C00004906	1	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.64	S2_NISSAN KEY FOB CMF1_	NO	
452932	04/05/2014	ZSCR	551	040-2	NA	'045	S180144001	NA	A2C30115900	1	3011	45		1402	housing bottom	NA	ROH	NA	3.81	S2_NISSAN KEY FOB CMF1_	NO	
452932	04/05/2014	ZSCR	551	040-2	NA	'045	S180143001	NA	A2C53358639	1	3011	45		1402	contact spring	NA	ROH	NA	0.46	S2_NISSAN KEY FOB CMF1_	NO	
452932	04/05/2014	ZSCR	551	040-2	NA	'045	S180143001	NA	A2C53394918	6	3011	45		1402	certification label	NA	ROH	NA	24.18	S2_NISSAN KEY FOB CMF1_	NO	
452934	04/05/2014	ZSCR	551	040-2	NA	'045	S122736200A	NA	A2C53414277	8	3011	45		1402	cover connector	NA	ROH	NA	40.32	S2_BCM SQUARE D_R.RODRI	NO	
452934	04/05/2014	ZSCR	551	040-2	NA	'045	S122736200A	NA	A2C53414278	2	3011	45		1402	cover	NA	ROH	NA	6.26	S2_BCM SQUARE D_R.RODRI	NO	
453039	04/05/2014	ZSCR	551	040-3	NA	'045	S180064008	NA	A2C53245739	1	3011	45		1403	bracket TLS_READER_L4	NA	ROH	NA	2.93	S2_FOB READER_A.ANTONIO	NO	
453293	04/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C32591000	2	3011	45		1402	housing assy	NA	ROH	NA	12	S1_INTERNAL RECEIVER K2	NO	
453293	04/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C53244827	9	3011	45		1402	housing cover	NA	ROH	NA	9.81	S1_INTERNAL RECEIVER K2	NO	
453306	04/05/2014	ZSCR	551	040-2	NA	'045	A2C53121773	NA	A2C53121775	6	3011	45		1402	housing	NA	ROH	NA	9.36	S2_RF TUNER_A.ANTONIO A	NO	
453318	04/05/2014	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C73614401	4	3011	45		1403	BOTTOM_HOUSING_GLOBAL A BCM	NA	ROH	NA	22.24	S1_BCM K2XX_L.LUIS LIZA	NO	4978264072
453318	04/05/2014	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C73614301	1	3011	45		1403	TOP_HOUSING_GLOBAL A BCM	NA	ROH	NA	8.61	S1_BCM K2XX_L.LUIS LIZA	NO	4978264072
453325	04/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	48	3011	45		1301	pcb assy	NA	ROH	NA	430.08	S1_INTERNAL RECEIVER K2	NO	
453326	04/05/2014	ZSCR	551	030-1	NA	'045	A2C32337700	NA	A2C32591100	36	3011	45		1301	pcb assy	NA	ROH	NA	322.56	S1_INTERNAL RECEIVER K2	NO	
453336	05/05/2014	ZSCR	551	040-1	NA	'045	A2C53139800	NA	A2C53212557	53	3011	45		1401	pcb panel 1-up	NA	ROH	NA	166.42	S2_RF TUNER_A.ANTONIO A	NO	
453390	05/05/2014	ZSCR	551	040-2	NA	'045	5WY8467	NA	A2C53282666	3	3011	45		1402	"housing 153,0x 92,0"	NA	ROH	NA	20.07	S1_ABM_M.MANUEL MANZANO	NO	
453393	05/05/2014	ZSCR	551	040-3	NA	'045	5WY8166	NA	A2C53282666	2	3011	45		1403	"housing 153,0x 92,0"	NA	ROH	NA	13.38	S1_ABM_M.MANUEL MANZANO	NO	4978263434
453393	05/05/2014	ZSCR	551	040-3	NA	'045	5WY8166	NA	A2C53332269	2	3011	45		1403	flange FOG FORD	NA	ROH	NA	0.32	S1_ABM_M.MANUEL MANZANO	NO	4978263434
453393	05/05/2014	ZSCR	551	040-3	NA	'045	5WY8799	NA	A2C53409775	2	3011	45		1403	TUERCA M6 FORD ABM	NA	ROH	NA	1.46	S1_ABM_M.MANUEL MANZANO	NO	4978263573
453449	05/05/2014	ZSCR	551	040-3	NA	'045	5WK48904C	NA	A2C53385465	1	3011	45		1403	housing	NA	ROH	NA	0.97	S2_KEY FOB_A.ANTONIO AL	NO	4978262324
453449	05/05/2014	ZSCR	551	040-3	NA	'045	5WK48902C	NA	A2C53385701	1	3011	45		1403	"sealing L= 61,77 BK"	NA	ROH	NA	1.42	S2_KEY FOB_A.ANTONIO AL	NO	4978262269
453449	05/05/2014	ZSCR	551	040-3	NA	'045	5WK49612C	NA	A2C53365043	3	3011	45		1403	pushbutton	NA	ROH	NA	44.79	S2_KEY FOB_A.ANTONIO AL	NO	4978262510
453452	05/05/2014	ZSCR	551	040-3	NA	'045	A2C33336600	NA	A2C53430046	5	3011	45		1403	housing assy ISU L/UL/B	NA	ROH	NA	49.95	S2_NISSAN KEY FOB SQUAR	NO	4978264014
453452	05/05/2014	ZSCR	551	040-3	NA	'045	5WK48901	NA	A2C53394918	10	3011	45		1403	certification label	NA	ROH	NA	40.3	S2_NISSAN KEY FOB SQUAR	NO	4978262229
453452	05/05/2014	ZSCR	551	040-3	NA	'045	5WK48902SC	NA	A2C53358639	45	3011	45		1403	contact spring	NA	ROH	NA	20.7	S2_NISSAN KEY FOB SQUAR	NO	4978262296
453522	05/05/2014	ZSCR	551	040-3	NA	'045	5WK50086	NA	A2C53340509	2	3011	45		1403	"housing UPP 170,0x 180,0"	NA	ROH	NA	16.68	S4_PQ35 6ta Gen_. (APR	NO	4978262735
453538	05/05/2014	ZSCR	551	040-3	NA	'045	A2C53438510	NA	A2C53438510	2	3011	45		1403	Housing UPP BK IHM	NA	ROH	NA	114.7	S4_PQ25 LP3_. (APROBAC	NO	
453568	05/05/2014	ZSCR	551	040-3	NA	'045	5WY5979R	NA	A2C53429315	20	3011	45		1403	housing cover assy FOG FORD P	NA	ROH	NA	500	S1_PEPS_J.JAVIER BECERR	NO	4978262893
453574	05/05/2014	ZSCR	551	040-3	NA	'045	5WY8042B	NA	A2C53211665	2	3011	45		1403	antenna FOG FORD M	NA	ROH	NA	6.08	S1_PEPS_J.JAVIER BECERR	NO	4978263343
453742	05/05/2014	ZSCR	551	040-3	NA	'045	A2C31243800	NA	A2C34971700	216	3011	45		1403	pcb	NA	ROH	NA	1244.16	S1_PEPS PK 1 WAY_M.MANU	NO	4978263672
453871	05/05/2014	ZSCR	551	040-2	NA	'045	A2C34710700	NA	A2C73614401	1	3011	45		1402	BOTTOM_HOUSING_GLOBAL A BCM	NA	ROH	NA	5.56	S1_BCM K2XX_L.LUIS LIZA	NO	
453871	05/05/2014	ZSCR	551	040-2	NA	'045	A2C74024202	NA	A2C73966600	10	3011	45		1402	GM K2XX BCM ADHESIVE TRANSFER TAPE	NA	ROH	NA	19.4	S1_BCM K2XX_L.LUIS LIZA	NO	
453871	05/05/2014	ZSCR	551	040-2	NA	'045	A2C34710700	NA	A2C34685500	10	3011	45		1402	GLOBAL A BCM PRINTED LABEL	NA	ROH	NA	6.2	S1_BCM K2XX_L.LUIS LIZA	NO	
453884	05/05/2014	ZSCR	551	040-2	NA	'045	A2C33338400	NA	A2C30115900	6	3011	45		1402	housing bottom	NA	ROH	NA	22.86	S2_NISSAN KEY FOB SQUAR	NO	
453935	06/05/2014	ZSCR	551	040-2	NA	'045	5WY5971	NA	A2C53343557	9	3011	45		1402	Nut M4 Hex Head Flange	NA	ROH	NA	2.88	S1_PEPS_J.JAVIER BECERR	NO	
453935	06/05/2014	ZSCR	551	040-2	NA	'045	5WY8678D	NA	A2C80174100	4	3011	45		1402	bracket FOG FORD PEPS	NA	ROH	NA	123.84	S1_PEPS_J.JAVIER BECERR	NO	
454344	06/05/2014	ZSCR	551	034-2	NA	'045	5WK49612C	NA	A2C53365040	169	3011	45		1342	housing bottom	NA	ROH	NA	152.1	S2_KEY FOB_A.ANTONIO AL	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C37754600	13	3011	45		1402	housing	NA	ROH	NA	34.45	S1_PEPS PK 1 WAY_M.MANU	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31578100	13	3011	45		1402	contact spring	NA	ROH	NA	9.23	S1_PEPS PK 1 WAY_M.MANU	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31227400	13	3011	45		1402	contact spring	NA	ROH	NA	9.75	S1_PEPS PK 1 WAY_M.MANU	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	5WY5971	NA	A2C53405271	13	3011	45		1402	Foam cushion	NA	ROH	NA	4.29	S1_PEPS PK 1 WAY_M.MANU	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243600	NA	A2C31227500	13	3011	45		1402	label	NA	ROH	NA	3.12	S1_PEPS PK 1 WAY_M.MANU	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C00024322	4	3011	45		1402	key ring	NA	ROH	NA	2.64	S1_PEPS PK 1 WAY_M.MANU	NO	
454351	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C00045268	27	3011	45		1402	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	45.9	S1_PEPS PK 1 WAY_M.MANU	NO	
454352	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C37754600	10	3011	45		1402	housing	NA	ROH	NA	26.5	S1_PEPS PK 1 WAY_M.MANU	NO	
454352	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31227500	10	3011	45		1402	label	NA	ROH	NA	2.4	S1_PEPS PK 1 WAY_M.MANU	NO	
454352	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31578100	10	3011	45		1402	contact spring	NA	ROH	NA	7.1	S1_PEPS PK 1 WAY_M.MANU	NO	
454352	06/05/2014	ZSCR	551	040-2	NA	'045	5WY5971	NA	A2C53405271	10	3011	45		1402	Foam cushion	NA	ROH	NA	3.3	S1_PEPS PK 1 WAY_M.MANU	NO	
454352	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C31227400	10	3011	45		1402	contact spring	NA	ROH	NA	7.5	S1_PEPS PK 1 WAY_M.MANU	NO	
454352	06/05/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C00045268	20	3011	45		1402	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	34	S1_PEPS PK 1 WAY_M.MANU	NO	
454374	06/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C32591000	2	3011	45		1402	housing assy	NA	ROH	NA	12	S1_INTERNAL RECEIVER K2	NO	
454374	06/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C53244827	1	3011	45		1402	housing cover	NA	ROH	NA	1.09	S1_INTERNAL RECEIVER K2	NO	
454391	07/05/2014	ZSCR	551	040-3	NA	'045	5WY8770	NA	A2C53434669	3	3011	45		1403	Lower Housing	NA	ROH	NA	12.63	S1_PEPS_J.JAVIER BECERR	NO	4978263579
454391	07/05/2014	ZSCR	551	040-3	NA	'045	5WY8770	NA	A2C53430559	1	3011	45		1403	Middle housing	NA	ROH	NA	4.43	S1_PEPS_J.JAVIER BECERR	NO	4978263579
454391	07/05/2014	ZSCR	551	040-3	NA	'045	5WY8770	NA	A2C53333378	1	3011	45		1403	Badge Ford	NA	ROH	NA	4.53	S1_PEPS_J.JAVIER BECERR	NO	4978263579
454391	07/05/2014	ZSCR	551	040-3	NA	'045	5WY8770	NA	A2C53429315	1	3011	45		1403	housing cover assy FOG FORD P	NA	ROH	NA	25	S1_PEPS_J.JAVIER BECERR	NO	4978263579
454533	07/05/2014	ZSCR	551	040-1	NA	'045	A2C31100300	NA	A2C53414277	10	3011	45		1401	cover connector	NA	ROH	NA	50.4	S2_BCM_R.RODRIGO CERVAN	NO	
454542	07/05/2014	ZSCR	551	040-1	NA	'045	A2C90248500	NA	A2C90248500	1	3011	45		1401	control device 433	NA	FERT	NA	66.06	S2_NIMOCO RECEIVER NISZ	NO	
454545	07/05/2014	ZSCR	551	040-3	NA	'045	5WK11211	NA	A2C53188329	4	3011	45		1403	bracket nissan RF Tuner	NA	ROH	NA	17.68	S2_RF TUNER_A.ANTONIO A	NO	4978261993
454600	07/05/2014	ZSCR	551	040-3	NA	'045	A2C81507400	NA	A2C53333375	4	3011	45		1403	ring	NA	ROH	NA	1.88	S1_FOB K2XX_L.LUIS LOPE	NO	
454600	07/05/2014	ZSCR	551	040-3	NA	'045	A2C81507400	NA	A2C82493901	4	3011	45		1403	housing cover assy	NA	ROH	NA	65.2	S1_FOB K2XX_L.LUIS LOPE	NO	
454605	07/05/2014	ZSCR	551	040-3	NA	'045	A2C81507400	NA	A2C53333375	1	3011	45		1403	ring	NA	ROH	NA	0.47	S1_FOB K2XX_L.LUIS LOPE	NO	
454605	07/05/2014	ZSCR	551	040-3	NA	'045	A2C81507400	NA	A2C82493901	1	3011	45		1403	housing cover assy	NA	ROH	NA	16.3	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	8800630143	1	3011	45		1402	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.06	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	A2C34971300	1	3011	45		1402	clip	NA	ROH	NA	0.49	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	A2C00004906	1	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.64	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	A2C34525700	1	3011	45		1402	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	A2C37905900	1	3011	45		1402	Chevrolet Logo	NA	ROH	NA	5.45	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	A2C53333375	1	3011	45		1402	ring	NA	ROH	NA	0.47	S1_FOB K2XX_L.LUIS LOPE	NO	
454614	07/05/2014	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C34525401	1	3011	45		1402	Up Level Housing 4 Button	NA	ROH	NA	15.88	S1_FOB K2XX_L.LUIS LOPE	NO	
454626	07/05/2014	ZSCR	551	040-2	NA	'045	S122736205L	NA	A2C00030496	60	3011	45		1402	"EM OTH POLY FUSE/21*3*LS10.1,16V,14A"	NA	ROH	NA	184.8	S2_BCM SQUARE D_R.RODRI	NO	
454848	07/05/2014	ZSCR	551	040-2	NA	'045	A2C74024202	NA	A2C73966600	10	3011	45		1402	GM K2XX BCM ADHESIVE TRANSFER TAPE	NA	ROH	NA	19.4	S1_BCM K2XX_L.LUIS LIZA	NO	
