No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012149	11	1351	"R LIN,133K,1%,TK100,100mW,0603"		ROH	NA	0.11	4957112319		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012166	11	1351	"R LIN,499K,1%,TK100,100mW,0603"		ROH	NA	0.11	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40012828	4	1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	5.48	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40012828	8	1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	10.96	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40012828	3	1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	4.11	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40012828	53	1351	"T FET/VNN1NV04,MOS,POWER,SOT223"		ROH	NA	72.61	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013010	9	1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.9	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013010	8	1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.8	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013010	6	1351	"D SC/SBAS16LT3,70V,200mA,SOT23"		ROH	NA	0.6	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40013017	4	1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.96	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013017	4	1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.96	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013017	3	1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	0.72	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40013017	27	1351	"D SC/MBR0540T3,40V,500mA,SOD123"		ROH	NA	6.48	4957112269		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40013523	45	1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.45	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40013523	28	1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.28	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40014024	4	1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	15.88	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40014024	4	1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	15.88	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40014024	3	1351	"IC VOLT REG/TLE4275D,6.73 X 10.28 / 4.57"		ROH	NA	11.91	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40014130	4	1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	3.44	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40014130	4	1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	3.44	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40014130	3	1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	2.58	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40014130	27	1351	"IC VOLT REG/LM317LBD,SO8"		ROH	NA	23.22	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015015	4	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.76	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015015	4	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.76	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015015	3	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	1.32	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015015	27	1351	"L COIL/12N,12nH,700mA,SMD"		ROH	NA	11.88	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015025	4	1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.44	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015025	4	1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.44	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015025	3	1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	1.08	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015025	27	1351	"L COIL/27N,27nH,600mA,SMD"		ROH	NA	9.72	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015034	4	1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.88	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015034	4	1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.88	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015034	3	1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	1.41	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015034	27	1351	"L COIL/150N,150nH,240mA,SMD"		ROH	NA	12.69	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015930	4	1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	25.36	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015930	4	1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	25.36	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015930	3	1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	19.02	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015930	27	1351	"OTH PAS/10.7MHZ NOM,CERAMIC FILTER"		ROH	NA	171.18	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40015931	4	1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	20.96	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40015931	4	1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	20.96	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40015931	3	1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	15.72	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40015931	27	1351	"Q SAW,FILTER,315MHz,TBD"		ROH	NA	141.48	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40016773	4	1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	29.64	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40016773	4	1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	29.64	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40016773	3	1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	22.23	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40016773	27	1351	"IC SMART POW/VN5050K,TSSOP,2,41V,50mOhm,"		ROH	NA	200.07	4957112269		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40016778	27	1351	"IC SMART POW/BTS6142D,6.73 X 10.40 / 2.2"		ROH	NA	253.26	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017073	4	1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	13.2	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017073	4	1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	13.2	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017073	3	1351	"IC BUS DRIV/TJA1040T,SOIC8"		ROH	NA	9.9	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40017075	27	1351	"IC BUS DRIV/AMI42665,SOIC8"		ROH	NA	87.48	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017235	4	1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	13.08	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017235	4	1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	13.08	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017235	3	1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	9.81	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40017235	27	1351	"Q QUARTZ/-,8MHz,5032"		ROH	NA	88.29	4957112269		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40017458	4	1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	13.52	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40017458	4	1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	13.52	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40017458	3	1351	"Q QUARTZ/1CE09509,9.509MHz,8045"		ROH	NA	10.14	4957112319		
139059	ZSCR	551	035-1	0	A2C8083670093	NA	A2C40018394	143	1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	1.43	4957112613		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C40018394	131	1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	1.31	4957112416		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40018394	90	1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	0.9	4957112319		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C40018394	535	1351	"R LIN,10K,5%,TK250,63mW,0402"		ROH	NA	5.35	4957112269		
139059	ZSCR	551	035-1	0	A2C8083440093	NA	A2C40018397	25	1351	"R LIN,100K,5%,TK200,63mW,0402"		ROH	NA	0.25	4957112319		
139059	ZSCR	551	035-1	0	A2C8083500093	NA	A2C53041498	4	1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	0.4	4957112416		
139059	ZSCR	551	035-1	0	A2C53430026T	NA	A2C53041498	187	1351	"1,NPN,RET,R<b>=10k,R<e-b>=10k, 100mA,50V"		ROH	NA	18.7	4957112269		
