No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	d	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00053683	51	3011	054	 	1301	"1,PNP,NORMAL,1.5A,-80V,SOT223,BIP/BCP53-"	18	ROH	NA	16.83	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00048056	50	3011	054	 	1301	"IC BUS DRIV/ATA6662,SO8"	18	ROH	NA	81	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00002190	68	3011	054	 	1301	"C CER,X7R,2.2nF,10%,50V,0603,Sn,STANDARD"	18	ROH	NA	0.68	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00039386	5	3011	054	 	1301	"17V,52V,0603,VARISTOR/AVR"	18	ROH	NA	0.8	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00055943	14	3011	054	 	1301	"1M2,1%,TK100,125mW,0805,LIN RES/Compact"	18	ROH	NA	0.14	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00004468	319	3011	054	 	1301	"R LIN,2K4,1%,TK100,125mW,0805"	18	ROH	NA	3.19	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C40000085	434	3011	054	 	1301	"F BEAD/,0Ohm,600Ohm,500mA,SMD"	18	ROH	NA	26.04	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00025918	121	3011	054	 	1301	"10nF,5%,50V,C0G,0805,-,CER CAP/"	18	ROH	NA	15.73	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00006792	16	3011	054	 	1301	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	18	ROH	NA	1.12	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545244	04/11/2014	ZSCR	551	035-1	0	'054	A2C53364457A	NA	A2C00048277	1	3011	054	 	1301	"EEPROM,32KBit,4kx8,SO8,-40C,125C,MEMORY/"	18	ROH	NA	2.17	OC_BOSE VW_N.NORTON MAR	NO	4983653738
545245	04/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00048396	70				1351	"18V,50V,0805,VARISTOR/ PLZT-coating+++Pl"	5	ROH	NA	20.3	OC_OCS NISSAN_N.NORTON	NO	
545245	04/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00006792	22				1351	"470nF,10%,16V,X7R,0805,TINNED,CER CAP/"	5	ROH	NA	1.54	OC_OCS NISSAN_N.NORTON	NO	
545245	04/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	50				1351	"R LIN,5K36,1%,TK100,100mW,0603"	5	ROH	NA	0.5	OC_OCS NISSAN_N.NORTON	NO	
545245	04/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00000537	17				1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"	5	ROH	NA	5.27	OC_OCS NISSAN_N.NORTON	NO	
545245	04/11/2014	ZSCR	551	035-1	0	'054	A2C53287874	NA	A2C00004568	268				1351	"R LIN,5K36,1%,TK100,100mW,0603"	5	ROH	NA	2.68	OC_OCS NISSAN_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00004500	43				1351	"R LIN,56K2,1%,TK100,100mW,0603"	6	ROH	NA	0.43	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00010444	21				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"	5	ROH	NA	0.21	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00039384	1				1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"	6	ROH	NA	1.47	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00054239	6				1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"	6	ROH	NA	1.62	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00019592	2				1351	"R LIN,5K62,1%,TK100,63mW,0402"	6	ROH	NA	0.02	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00011220	16				1351	"R LIN,33K2,1%,TK100,63mW,0402"	6	ROH	NA	0.16	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00059153	1				1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/"	6	ROH	NA	0.23	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547792	NA	A2C00019939	4				1351	"18V,200mW,SOD323,ZENER/GDZ18B 3kpcs reel"	5	ROH	NA	0.48	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00010444	24				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"	6	ROH	NA	0.24	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547792	NA	A2C00019595	16				1351	"R LIN,22K1,1%,TK100,63mW,0402"	5	ROH	NA	0.16	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00019595	7				1351	"R LIN,22K1,1%,TK100,63mW,0402"	6	ROH	NA	0.07	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00043144	8				1351	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	6	ROH	NA	1.92	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00007895	20				1351	"C CER,C0G,470pF,5%,50V,0603,Sn"	6	ROH	NA	0.4	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547792	NA	A2C00004268	4				1351	"510R,1%,TK50,1W,MELF0207,LIN RES/MMB"	5	ROH	NA	0.96	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547792	NA	A2C00019592	1				1351	"R LIN,5K62,1%,TK100,63mW,0402"	5	ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547792	NA	A2C00007895	3				1351	"C CER,C0G,470pF,5%,50V,0603,Sn"	5	ROH	NA	0.06	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547793	NA	A2C00004500	26				1351	"R LIN,56K2,1%,TK100,100mW,0603"	5	ROH	NA	0.26	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547793	NA	A2C00055568	4				1351	"TMS470PVF247BBPZ,A1,PQFP100,FLASH,32bit,"	5	ROH	NA	115.36	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00004349	284				1351	"R JUMP,0R05,100mW,1A,0603"	6	ROH	NA	2.84	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5339962993	NA	A2C00010444	141				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"	6	ROH	NA	1.41	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547793	NA	A2C00004349	81				1351	"R JUMP,0R05,100mW,1A,0603"	5	ROH	NA	0.81	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547793	NA	A2C00031355	28				1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"	5	ROH	NA	2.8	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5343547793	NA	A2C00059546	4				1351	"1,0V,0Ohm,QFP80,GENERAL PURPOSE,Combined"	5	ROH	NA	141.72	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00019595	58				1351	"R LIN,22K1,1%,TK100,63mW,0402"	8	ROH	NA	0.58	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00007895	83				1351	"C CER,C0G,470pF,5%,50V,0603,Sn"	8	ROH	NA	1.66	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C40002657	2				1351	"D SUP/MMBZ27VDA,SOT23"	6	ROH	NA	0.42	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00010444	12				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"	8	ROH	NA	0.12	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00034103	35				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"	6	ROH	NA	2.45	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00007895	15				1351	"C CER,C0G,470pF,5%,50V,0603,Sn"	6	ROH	NA	0.3	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00004500	43				1351	"R LIN,56K2,1%,TK100,100mW,0603"	6	ROH	NA	0.43	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00011061	3				1351	"1,NPN,RET,100mA,50V,SOT323_3,BIP/BCR133W"	8	ROH	NA	0.27	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00020218	3				1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"	8	ROH	NA	0.06	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00011220	30				1351	"R LIN,33K2,1%,TK100,63mW,0402"	8	ROH	NA	0.3	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00052689	221				1351	"R LIN,3K24,1%,TK100,63mW,0402"	8	ROH	NA	2.21	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914B	NA	A2C00006435	10				1351	"1R,5%,TK600,63mW,0603,LIN RES/"	8	ROH	NA	0.1	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00004349	60				1351	"R JUMP,0R05,100mW,1A,0603"	6	ROH	NA	0.6	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C53404914A	NA	A2C00055568	9				1351	"TMS470PVF247BBPZ,A1,PQFP100,FLASH,32bit,"	6	ROH	NA	259.56	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5344039293	NA	A2C00024979	1				1351	"C CER,C0G,100pF,5%,100V,0603,Sn,STANDARD"	3	ROH	NA	0.03	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5344039293	NA	A2C00004500	1				1351	"R LIN,56K2,1%,TK100,100mW,0603"	3	ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00019595	3				1351	"R LIN,22K1,1%,TK100,63mW,0402"	4	ROH	NA	0.03	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C5344039293	NA	A2C00010444	1				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"	3	ROH	NA	0.01	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00054422	1				1351	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"	4	ROH	NA	0.62	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00011220	18				1351	"R LIN,33K2,1%,TK100,63mW,0402"	4	ROH	NA	0.18	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080092	NA	A2C00004555	12				1351	"R LIN,2K,1%,TK100,100mW,0603"	4	ROH	NA	0.12	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00034103	7				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"	5	ROH	NA	0.49	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00004500	42				1351	"R LIN,56K2,1%,TK100,100mW,0603"	5	ROH	NA	0.42	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00055568	1				1351	"TMS470PVF247BBPZ,A1,PQFP100,FLASH,32bit,"	5	ROH	NA	28.84	PS_HONDA HRS5_N.NORTON	NO	
545246	04/11/2014	ZSCR	551	035-1	0	'054	A2C9449080093	NA	A2C00004349	98				1351	"R JUMP,0R05,100mW,1A,0603"	5	ROH	NA	0.98	PS_HONDA HRS5_N.NORTON	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00006609	97	3011	054	 	1301	"R LIN,100R,5%,TK200,63mW,0402"	14	ROH	NA	0.97	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00019939	317	3011	054	 	1301	"18V,200mW,SOD323,ZENER/GDZ18B 3kpcs reel"	14	ROH	NA	38.04	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00039029	13	3011	054	 	1301	"470nF,10%,16V,X7R,0603,,CER CAP/"	14	ROH	NA	0.65	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00037882	1948	3011	054	 	1301	"R LIN,2K4,1%,TK100,63mW,0402"	14	ROH	NA	19.48	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00054422	20	3011	054	 	1301	"0R12,5%,TK50,1W,MELF0207,LIN RES/MMB 020"	14	ROH	NA	12.4	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00052689	16	3011	054	 	1301	"R LIN,3K24,1%,TK100,63mW,0402"	14	ROH	NA	0.16	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00038737	4	3011	054	 	1301	"15nF,10%,100V,X7R,0603,,CER CAP/"	14	ROH	NA	0.12	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00006616	153	3011	054	 	1301	"R LIN,7K5,5%,TK200,63mW,0402"	14	ROH	NA	1.53	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00010918	60	3011	054	 	1301	"R LIN,100K,1%,TK100,63mW,0402"	14	ROH	NA	0.6	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00011061	7	3011	054	 	1301	"1,NPN,RET,100mA,50V,SOT323_3,BIP/BCR133W"	14	ROH	NA	0.63	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00004349	229	3011	054	 	1301	"R JUMP,0R05,100mW,1A,0603"	14	ROH	NA	2.29	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00039384	3	3011	054	 	1301	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"	14	ROH	NA	4.41	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00059546	4	3011	054	 	1301	"1,0V,0Ohm,QFP80,GENERAL PURPOSE,Combined"	14	ROH	NA	141.72	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00032469	89	3011	054	 	1301	"Dual 40W,22V,SOT23,common anode, SUP DIO"	14	ROH	NA	11.57	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00006609	1984	3011	054	 	1301	"R LIN,100R,5%,TK200,63mW,0402"	11	ROH	NA	19.84	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00038706	191	3011	054	 	1301	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("	11	ROH	NA	59.21	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00019591	333	3011	054	 	1301	"R LIN,4K12,1%,TK100,63mW,0402"	11	ROH	NA	3.33	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00046692	1185	3011	054	 	1301	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	11	ROH	NA	23.7	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00010918	78	3011	054	 	1301	"R LIN,100K,1%,TK100,63mW,0402"	11	ROH	NA	0.78	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00025363	1423	3011	054	 	1301	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"	11	ROH	NA	28.46	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00006616	1216	3011	054	 	1301	"R LIN,7K5,5%,TK200,63mW,0402"	11	ROH	NA	12.16	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00042629	7	3011	054	 	1301	"8,0V,0Ohm,QFP80,Multiple Airbag Restrain"	11	ROH	NA	197.12	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00021262	2	3011	054	 	1301	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"	11	ROH	NA	0.48	PS_HYUNDAI_N.NORTON MAR	NO	
545247	04/11/2014	ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00032469	18	3011	054	 	1301	"Dual 40W,22V,SOT23,common anode, SUP DIO"	11	ROH	NA	2.34	PS_HYUNDAI_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00006609	692	3011	054	 	1301	"R LIN,100R,5%,TK200,63mW,0402"	20	ROH	NA	6.92	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00042548	1	3011	054	 	1301	"1,N_CHAN,MOS,POWER,55V,4.4A,80mOhm,SOT22"	20	ROH	NA	1.47	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00006616	195	3011	054	 	1301	"R LIN,7K5,5%,TK200,63mW,0402"	20	ROH	NA	1.95	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00007265	42	3011	054	 	1301	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"	20	ROH	NA	3.78	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00017750	384	3011	054	 	1301	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"	20	ROH	NA	57.6	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00025460	160	3011	054	 	1301	"R LIN,330R,5%,TK200,63mW,0402"	20	ROH	NA	1.6	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00004338	4	3011	054	 	1301	"R LIN,8K25,1%,TK100,100mW,0603"	20	ROH	NA	0.04	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00037377	6	3011	054	 	1301	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"	20	ROH	NA	1.5	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00017564	13	3011	054	 	1301	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"	20	ROH	NA	8.06	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00004368	639	3011	054	 	1301	"R LIN,100K,1%,TK100,100mW,0603"	20	ROH	NA	6.39	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00004324	174	3011	054	 	1301	"R LIN,22K1,1%,TK100,100mW,0603"	20	ROH	NA	1.74	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00046692	218	3011	054	 	1301	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"	20	ROH	NA	4.36	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00018819	183	3011	054	 	1301	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"	20	ROH	NA	12.81	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00019439	47	3011	054	 	1301	"T BIP/BCR35PN E6327,SOT363"	20	ROH	NA	8.93	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00010444	268	3011	054	 	1301	"0R05,63mW,1A,0402,JUMPER/+++please use A"	20	ROH	NA	2.68	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00002056	144	3011	054	 	1301	"15nF,5%,50V,X7R,0603,Sn,CER CAP/CC"	20	ROH	NA	4.32	PS_VW10 LC_N.NORTON MAR	NO	4983653783
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00039384	3	3011	054	 	1301	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"	18	ROH	NA	4.41	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00006616	460	3011	054	 	1301	"R LIN,7K5,5%,TK200,63mW,0402"	18	ROH	NA	4.6	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00006609	1385	3011	054	 	1301	"R LIN,100R,5%,TK200,63mW,0402"	18	ROH	NA	13.85	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00042548	2	3011	054	 	1301	"1,N_CHAN,MOS,POWER,55V,4.4A,80mOhm,SOT22"	18	ROH	NA	2.94	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004555	208	3011	054	 	1301	"R LIN,2K,1%,TK100,100mW,0603"	18	ROH	NA	2.08	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00007265	149	3011	054	 	1301	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"	18	ROH	NA	13.41	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00025460	187	3011	054	 	1301	"R LIN,330R,5%,TK200,63mW,0402"	18	ROH	NA	1.87	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00037377	5	3011	054	 	1301	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"	18	ROH	NA	1.25	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00017564	11	3011	054	 	1301	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"	18	ROH	NA	6.82	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00071500	626	3011	054	 	1301	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"	18	ROH	NA	50.08	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004324	91	3011	054	 	1301	"R LIN,22K1,1%,TK100,100mW,0603"	18	ROH	NA	0.91	PS_VW10 LC_N.NORTON MAR	NO	
545248	04/11/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00010444	15	3011	054	 	1301	"0R05,63mW,1A,0402,JUMPER/+++please use A"	18	ROH	NA	0.15	PS_VW10 LC_N.NORTON MAR	NO	
