No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
562489	09/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	12				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	979.44	S1_PASE FOB CUSW_A.ADRI	NO				
562489	09/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	52				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	4295.72	S1_PASE FOB CUSW_A.ADRI	NO				
562572	09/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_.	NO				
562573	09/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_.	NO				
562684	09/12/2014	ZSCR	551	034-2	NA	'015	A2C93174401	NA	A2C3813640092	8	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	401.92	S1_PASE FOB CUSW_A.ADRI	NO				
562685	09/12/2014	ZSCR	551	034-2	NA	'015	A2C93174401	NA	A2C3813640092	40	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	2009.6	S1_PASE FOB CUSW_A.ADRI	NO				
562881	10/12/2014	ZSCR	551	050-5	NA	'015	A2C87408701	NA	A2C73751902	16	3011	015	 	1505	transmitter CHR PASE 433 NV#05 4B	NA	HALB	S.Real	1515.68	S1_PASE FOB CUSW_A.ADRI	NO				
562881	10/12/2014	ZSCR	551	050-5	NA	'015	A2C73753302S	NA	A2C73753302	7	3011	015	 	1505	transmitter CHR PASE 433 GV#07 4B	NA	HALB	S.Real	654.43	S1_PASE FOB CUSW_A.ADRI	NO				
562881	10/12/2014	ZSCR	551	050-5	NA	'015	A2C73753502S	NA	A2C73753502	2	3011	015	 	1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	180.94	S1_PASE FOB CUSW_A.ADRI	NO				
562895	10/12/2014	ZSCR	551	034-2	NA	'015	A2C81624200	NA	A2C8216760093	2	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	341.32	S1_WK_WD RFHUB_A.ADRIAN	NO				
562897	10/12/2014	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89522000	43				1342	pin header 20P V 2R THP	NA	ROH	NA	409.36	S1_WK_WD RFHUB_A.ADRIAN	NO				
562937	10/12/2014	ZSCR	551	035-1	0	'015	A2C93975600	NA	A2C00019459	1006	3011	015	 	1351	sticker identi spool unprin		ROH	NA	714.26	S1_RFHM CUSW_J.JORGE AG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C53105128	150	3011	015	 	1351	Contact Spring positive		ROH	NA	42	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C86023300	NA	A2C73750700	2	3011	015	 	1351	pad Jewel CHR		ROH	NA	10.72	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C73753201	NA	A2C73750800	15	3011	015	 	1351	pad Jewel		ROH	NA	104.4	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C74094300	NA	A2C73750900	58	3011	015	 	1351	pad Jewel Fia		ROH	NA	370.04	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751200	25	3011	015	 	1351	key latch		ROH	NA	50.25	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C7375190200	NA	A2C73751300	4	3011	015	 	1351	Latch Spring		ROH	NA	0.4	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519700	23	3011	015	 	1351	connecting piece Key Latch		ROH	NA	47.38	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85519800	221	3011	015	 	1351	contact spring Spring		ROH	NA	24.31	S1_PASE FOB CUSW_J.JORG	NO				
562938	10/12/2014	ZSCR	551	035-1	0	'015	A2C85886700	NA	A2C85520100	189	3011	015	 	1351	sticker Dodge Jwl		ROH	NA	1141.56	S1_PASE FOB CUSW_J.JORG	NO				
562941	10/12/2014	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C37575000	4	3011	015	 	1351	"SCR,MACH,6-19,.5IN,STAR,PAN,SS,ZINC/CLEA"		ROH	NA	0.96	S1_CBC_M.MIGUEL BANUELO	NO	4985026764			
562941	10/12/2014	ZSCR	551	035-1	0	'015	A2C73637001	NA	A2C73742400	198	3011	015	 	1351	TYPE LABEL UNPRINTED		ROH	NA	23.76	S1_CBC_M.MIGUEL BANUELO	NO	4985026764			
563062	10/12/2014	ZSCR	551	050-1	NA	'015	A2C73789605	NA	A2C73789705	1				1501	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_.	NO	4985023938			
563062	10/12/2014	ZSCR	551	050-1	NA	'015	A2C74493301	95AA	A2C74493301	3				1501	BCU CHRDX MY15 CBC2	NA	FERT	NA	1355.94	S1_CBC MY15_.	NO	4985017118			
563084	10/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
563087	10/12/2014	ZSCR	551	042-4	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1424	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_.	NO				
563088	10/12/2014	ZSCR	551	034-2	NA	'050	A2C73789604	NA	A2C73599005	2				1342	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_.	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C00004906	536				1253	"EM OTH BATTERY/CR2032,220mAh,3V"	VUT019064	ROH	NA	879.04	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C53105128	536				1253	Contact Spring positive	VUT019064	ROH	NA	150.08	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73749500	16				1253	housing cover assy CHR up 5-btn	VUT019064	ROH	NA	183.36	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73749700	178				1253	housing cover assy up 4-btn	VUT019064	ROH	NA	2039.88	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750300	300				1253	housing bottom assy DG/JEEP	VUT019064	ROH	NA	2343	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750300	298				1253	housing bottom assy DG/JEEP	VUT019064	ROH	NA	2327.38	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750400	193				1253	housing bottom assy CHR	VUT019064	ROH	NA	1507.33	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750500	45				1253	housing bottom assy Fiat/Lan	VUT019064	ROH	NA	359.55	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750700	193				1253	pad Jewel CHR	VUT019064	ROH	NA	1034.48	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750800	296				1253	pad Jewel	VUT019064	ROH	NA	2060.16	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73750900	45				1253	pad Jewel Fia	VUT019064	ROH	NA	287.1	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C73751400	536				1253	pad Vent	VUT019064	ROH	NA	675.36	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C74030400	2				1253	housing cover assy 4-btn	VUT019064	ROH	NA	22.92	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C74094200	39				1253	"housing cover assy Fiat,3B"	VUT019064	ROH	NA	446.94	S1_PASE FOB CUSW_A.ADRI	NO				
563092	10/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C74354600	2				1253	pad Jewel SRT	VUT019064	ROH	NA	17.38	S1_PASE FOB CUSW_A.ADRI	NO				
563164	10/12/2014	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C35130000	4				1342	"20-way connector, PIN&PASTE"	NA	ROH	NA	35.4	S1_WK_WD RFHUB_A.ADRIAN	NO				
563164	10/12/2014	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C89522000	7				1342	pin header 20P V 2R THP	NA	ROH	NA	66.64	S1_WK_WD RFHUB_A.ADRIAN	NO				
563254	11/12/2014	ZSCR	551	040-3	NA	'015	A2C9113260093	NA	A2C9113260093	2	3011	015	 	1403	pcb assy PASE 433 Top	NA	HALB	S.Real	290.08	S1_WK_WD RFHUB_A.ADRIAN	NO				
563272	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	4				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	200.72	410098771_PASE F	NO				
563273	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	1				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	50.24	410098771_PASE F	NO				
563274	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3808140092	6				1104	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	QN410098771	HALB	S.Real	272.04	410098771_PASE F	NO				
563275	11/12/2014	ZSCR	551	034-2	NA	'015	A2C7441340092	NA	A2C7441340092	18	3011	015	 	1342	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	808.2	S1_PASE FOB CUSW_A.ADRI	NO				
563276	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	3				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	141.48	410098771_PASE F	NO				
563277	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7441340092	4				1104	electronic assy PASE 433 Fiat E45 Bottom	QN410098771	HALB	S.Real	179.6	410098771_PASE F	NO				
563278	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C8393040092	5				1104	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	QN410098771	HALB	S.Real	223.8	410098771_PASE F	NO				
563280	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	3				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	150.54	410098771_PASE F	NO				
563281	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	11				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	552.64	410098771_PASE F	NO				
563282	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3808140092	5				1104	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	QN410098771	HALB	S.Real	226.7	410098771_PASE F	NO				
563286	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7441340092	10				1104	electronic assy PASE 433 Fiat E45 Bottom	QN410098771	HALB	S.Real	449	410098771_PASE F	NO				
563287	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	2				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	100.48	410098771_PASE F	NO				
563288	11/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3808140092	9				1104	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	QN410098777	HALB	S.Real	408.06	410098777_PASE F	NO				
563290	11/12/2014	ZSCR	551	034-2	NA	'015	A2C93174401	NA	A2C3813640092	1	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO				
563293	11/12/2014	ZSCR	551	034-2	NA	'015	A2C93174201	NA	A2C8393040092	1	3011	015	 	1342	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	44.76	S1_PASE FOB CUSW_A.ADRI	NO				
563295	11/12/2014	ZSCR	551	034-3	NA	'015	A2C7441340092	NA	A2C7441340092	5	3011	015	 	1343	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	224.5	S1_PASE FOB CUSW_A.ADRI	NO				
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C30889500	NA	A2C30889500	53				1505	TOTAL INTEGRATED POWER MODULE MEDIUM	NA	HALB	S.Real	12982.88	S1_TIMP-JUAREZ_M.MARIO	NO	4985020852			
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C30889600	NA	A2C30889600	52				1505	LOGIC PCB (DIESEL/BUX)	NA	HALB	S.Real	13530.92	S1_TIMP-JUAREZ_M.MARIO	NO	4985020864			
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C31231100	NA	A2C31231100	19				1505	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	4047.57	S1_TIMP-JUAREZ_M.MARIO	NO	4985020948			
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C33278700	NA	A2C33278700	491				1505	module assy BCU BUX LOG	NA	HALB	S.Real	111776.15	S1_TIMP-JUAREZ_M.MARIO	NO	4985020959			
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C53428149	NA	A2C53428149	20				1505	TIPM 7Ci MY11 PV MED PROD INT ASSEM	NA	HALB	S.Real	4171	S1_TIMP-JUAREZ_M.MARIO	NO	4985020977			
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C53428679	NA	A2C53428679	92				1505	LOGIC PCB S2A DS GAS LOGIC MODEL MY11	NA	HALB	S.Real	18824.12	S1_TIMP-JUAREZ_M.MARIO	NO	4985020989			
563355	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	372				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	77963.76	S1_TIMP-JUAREZ_M.MARIO	NO	4985020999			
563360	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C32118700	NA	A2C32118700	10				1505	MY12 SPDJB LOOP PROGRAM ASM MODEL C	NA	HALB	S.Real	2255.4	S1_SPDJB-JUAREZ_M.MARIO	NO	4985020721			
563360	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C32119300	NA	A2C32119300	17				1505	MY12 SPDJB HELIX PROGRAM ASM MODEL C	NA	HALB	S.Real	4073.71	S1_SPDJB-JUAREZ_M.MARIO	NO	4985020759			
563360	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C32144600	NA	A2C32144600	22				1505	MY12 SPDJB LOOP PROGRAM ASM MODEL B	NA	HALB	S.Real	4898.3	S1_SPDJB-JUAREZ_M.MARIO	NO	4985020777			
563360	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C32146500	NA	A2C32146500	4				1505	MY12 SPDJB HELIX PROGRAM ASM MODEL B	NA	HALB	S.Real	946.96	S1_SPDJB-JUAREZ_M.MARIO	NO	4985020790			
563360	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C32147600	NA	A2C32147600	5				1505	MY12 SPDJB LOOP PROGRAM ASM MODEL A	NA	HALB	S.Real	1004.75	S1_SPDJB-JUAREZ_M.MARIO	NO	4985020804			
563360	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C33101700	NA	A2C33101700	4				1505	MY12 SPDJB HELIX MODEL C FINAL ASM 433	NA	HALB	S.Real	958.44	S1_SPDJB-JUAREZ_M.MARIO	NO	4985020816			
563465	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C33278700	NA	A2C33278700	20				1505	module assy BCU BUX LOG	NA	HALB	S.Real	4553	S1_TIMP-JUAREZ_M.MARIO	NO	4985020959			
563465	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	20				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	4191.6	S1_TIMP-JUAREZ_M.MARIO	NO	4985020999			
563538	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C33278700	NA	A2C33278700	5				1505	module assy BCU BUX LOG	NA	HALB	S.Real	1138.25	S1_TIMP-JUAREZ_M.MARIO	NO	4985020959			
563538	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	5				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	1047.9	S1_TIMP-JUAREZ_M.MARIO	NO	4985020999			
563574	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C33278700	NA	A2C33278700	795				1505	module assy BCU BUX LOG	NA	HALB	S.Real	180981.75	S1_TIMP-JUAREZ_M.MARIO	NO	4985020959			
563574	11/12/2014	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	224				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	46945.92	S1_TIMP-JUAREZ_M.MARIO	NO	4985020999			
563685	11/12/2014	ZSCR	551	022-2	NA	'015	A2C73555102	NA	A2C73555102	1	3011	015	 	1222	electronic assy CHR PASE 433 3B E36	NA	HALB	S.Real	46.16	S1_PASE FOB CUSW_A.ADRI	NO	4985024924			
563685	11/12/2014	ZSCR	551	022-2	NA	'015	A2C73681102	NA	A2C73681102	17	3011	015	 	1222	transmitter CHR Var#11	NA	HALB	S.Real	1486.31	S1_PASE FOB CUSW_A.ADRI	NO	4985027002			
564965	14/12/2014	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40006972	153				1351	"C CER,X7R,100nF,10%,50V,0805,-"		ROH	NA	6.12	S1_SPDJB_M.MIGUEL BANUE	NO				
564965	14/12/2014	ZSCR	551	035-1	0	'050	A2C8086340093	NA	A2C40007573	48				1351	"D REC/S2G-002/5BT,0V,0A,5.59 X 3.81,0s"		ROH	NA	12.48	S1_SPDJB_M.MIGUEL BANUE	NO				
564969	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006055	2				1351	"TA CAP,TA,15uF,20%,10V,SMD"		ROH	NA	1.48	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001281	6				1351	"F BEAD/,0Ohm,600Ohm,0A,SMD"		ROH	NA	0.42	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40001842	19				1351	"R LIN,61K9,1%,TK100,125mW,0805"		ROH	NA	0.19	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002143	161				1351	"R LIN,1K5,5%,TK200,100mW,0603"		ROH	NA	1.61	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002163	61				1351	"R LIN,27K,5%,TK200,100mW,0603"		ROH	NA	0.61	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40002167	122				1351	"R LIN,2R4,5%,TK200,100mW,0603"		ROH	NA	1.22	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40005523	34				1351	"R NET,10K,5%,63mW,1206"		ROH	NA	0.68	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40006996	32				1351	"C CER,X7R,4.7nF,10%,50V,0805,-"		ROH	NA	0.96	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007536	121				1351	"D REC/BAV99,70V,100mA,SOT-23,15ns"		ROH	NA	9.68	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40007730	165				1351	"D SUP/MMBZ27VALT1,SOT23"		ROH	NA	21.45	S1_TIPM MEDIUM_M.MIGUEL	NO				
564970	14/12/2014	ZSCR	551	035-1	0	'050	A2C31231400T	NA	A2C40012807	27				1351	"T FET/NTD3055L104,MOS,POWER,CASE369A"		ROH	NA	27.81	S1_TIPM MEDIUM_M.MIGUEL	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229590092	NA	A2C00000357	1				1351	"250V,150mA,1,FAST,SOT23,RECT DIODE/BAS21"		ROH	NA	0.06	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C00002174	12				1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	2.64	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C00002174	8				1351	"47nF,10%,100V,X7R,1206,TINNED,CER CAP/++"		ROH	NA	1.76	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00004596	1				1351	"R LIN,150R,1%,TK100,250mW,1206"		ROH	NA	0.02	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560092	NA	A2C00004596	5				1351	"R LIN,150R,1%,TK100,250mW,1206"		ROH	NA	0.1	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00010903	1				1351	"1M,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018230	1				1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	0.16	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016290092	NA	A2C00018438	2				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.02	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216760092	NA	A2C00018438	46				1351	"R LIN,220K,5%,TK200,63mW,0402"		ROH	NA	0.46	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C00018862	21				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	23.52	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229560093	NA	A2C00018862	10				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	11.2	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229590093	NA	A2C00018862	1				1351	"68uH,900mA,SMD,COIL/SIMID"		ROH	NA	1.12	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00033460	3				1351	"TA CAP,TA,3.3uF,10%,25V,SMD"		ROH	NA	1.62	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600092	NA	A2C00034103	25				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.75	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C00034103	19				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.33	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00034103	2				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.14	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229590093	NA	A2C00034103	3				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.21	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216760093	NA	A2C00034103	17				1351	"100nF,10%,100V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.19	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C00038706	1				1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	0.31	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C00039707	10				1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	4.3	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00049292	2				1351	"IC SMART POW/VNN1NV04PTR-E,SOT223,1,40V,"		ROH	NA	2.44	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C00049324	5				1351	"IC VOLT REG/TLE4250-2G,SPECIAL-SMD"		ROH	NA	7.45	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230093	NA	A2C40005330	3				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8730230092	NA	A2C40005330	9				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C40005330	18				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C3229600092	NA	A2C40005330	4				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO				
564973	14/12/2014	ZSCR	551	035-1	0	'050	A2C8016290092	NA	A2C40005330	5				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	S1_RFHM CUSW_J.JORGE AG	NO				
