No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00040658	264				1232	"18nH,200mA,SMD,COIL/MLK1005S18NJT"	NA	ROH	NA	21.12	S1_PASE FOB CUSW_A.ADRI	NO				
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C00968000	264				1232	"Q QUARTZ/CX3225SB 27.600MHz,27.6MHz,3225"	NA	ROH	NA	533.28	S1_PASE FOB CUSW_A.ADRI	NO				
559675	03/12/2014	MB1A	551	023-2	K96019	'050	NA	NA	A2C40003491	264				1232	"R LIN,200K,1%,TK100,63mW,0402"	NA	ROH	NA	2.64	S1_PASE FOB CUSW_A.ADRI	NO				
559683	04/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	2	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO				
559684	04/12/2014	ZSCR	551	030-1	NA	'050	A2C30821600	NA	A2C53428225	2				1301	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	102.12	S1_TIPM LOGIC_P.PABLO P	NO				
559685	04/12/2014	ZSCR	551	040-2	NA	'050	A2C33279600	NA	A2C31229200	2				1402	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO				
559692	04/12/2014	ZSCR	551	034-2	NA	'015	A2C8216760092	NA	A2C8216760092	8				1342	pcb assy Bottom	NA	HALB	S.Real/AutoBF	561.2	S1_WK_WD RFHUB_A.ADRIAN	NO	4985023603			
559700	04/12/2014	ZSCR	551	040-1	NA	'015	A2C86022900	NA	A2C8730220093	3	3011	015	 	1401	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	442.95	S1_CUSW UF RFHM_A.ADRIA	NO				
559700	04/12/2014	ZSCR	551	040-1	NA	'015	A2C86022600	NA	A2C8730230093	2	3011	015	 	1401	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	311.98	S1_CUSW UF RFHM_A.ADRIA	NO				
559703	04/12/2014	ZSCR	551	030-1	NA	'015	A2C86022900	NA	A2C8730220093	1	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO				
559703	04/12/2014	ZSCR	551	030-1	NA	'015	A2C86022800	NA	A2C8730230093	2	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	311.98	S1_CUSW UF RFHM_A.ADRIA	NO				
559706	04/12/2014	ZSCR	551	030-1	NA	'015	A2C32294900	NA	A2C8016300093	1	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#4 TOP	NA	HALB	S.Real	125.91	S1_RFHM CUSW_A.ADRIANA	NO	4985024422			
559709	04/12/2014	ZSCR	551	040-2	NA	'015	A2C89860800	NA	A2C8016280093	1	3011	015	 	1402	pcb assy RKE 433 w/oKG Var#1 TOP	NA	HALB	S.Real	115.53	S1_RFHM CUSW_A.ADRIANA	NO				
559715	04/12/2014	ZSCR	551	034-2	NA	'015	A2C32297200	NA	A2C3229720093	3	3011	015	 	1342	CUSW PCB ASSY TOP	NA	HALB	S.Real	188.19	S1_IGNM CUSW_A.ADRIANA	NO	4985024583			
559791	04/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	2				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	833.52	S1_CBC MY15_. (APROBAC	NO	4985023502			
559794	04/12/2014	ZSCR	551	040-4	NA	'015	A2C74511901	NA	A2C73637100	4	3011	015	 	1404	"HOUSING, UPPER CBC"	NA	ROH	NA	96.08	S1_CBC MY15_. (APROBAC	NO				
559896	04/12/2014	ZSCR	551	040-3	NA	'015	A2C74094301	NA	A2C74094301	15				1403	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	1224.3	S1_PASE FOB CUSW_A.ADRI	NO	4985023772			
559896	04/12/2014	ZSCR	551	040-3	NA	'015	A2C86023300	NA	A2C86023300	9				1403	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	743.49	S1_PASE FOB CUSW_A.ADRI	NO	4985023831			
559896	04/12/2014	ZSCR	551	040-3	NA	'015	A2C86023400	NA	A2C86023400	18				1403	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	1534.14	S1_PASE FOB CUSW_A.ADRI	NO	4985023859			
559936	04/12/2014	ZSCR	551	050-5	NA	'015	A2C73752902	NA	A2C73752902	2	3011	015	 	1505	transmitter CHR PASE 433 GV#01 5B	NA	HALB	S.Real	194.34	S1_PASE FOB CUSW_A.ADRI	NO				
559936	04/12/2014	ZSCR	551	050-5	NA	'015	A2C73753002	NA	A2C73753002	3	3011	015	 	1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	291.51	S1_PASE FOB CUSW_A.ADRI	NO				
559936	04/12/2014	ZSCR	551	050-5	NA	'015	A2C73753102	NA	A2C73753102	9	3011	015	 	1505	transmitter CHR PASE 433 GV#05 4B	NA	HALB	S.Real	852.57	S1_PASE FOB CUSW_A.ADRI	NO				
559936	04/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202	NA	A2C73753202	43	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	4125.42	S1_PASE FOB CUSW_A.ADRI	NO				
559936	04/12/2014	ZSCR	551	050-5	NA	'015	A2C73753502	NA	A2C73753502	6	3011	015	 	1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	542.82	S1_PASE FOB CUSW_A.ADRI	NO				
559936	04/12/2014	ZSCR	551	050-5	NA	'015	A2C74509900	NA	A2C74509900	4				1505	transmitter CHR PASE 433 GV#22 3B	NA	HALB	S.Real/AutoBF	341.04	S1_PASE FOB CUSW_A.ADRI	NO	4985024196			
559964	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C40000660	9				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	189.72	S1_RFHM CUSW_A.ADRIANA	NO				
559964	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53375403	2				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	45.44	S1_RFHM CUSW_A.ADRIANA	NO				
559966	04/12/2014	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760092	4				1342	pcb assy Bottom	NA	HALB	S.Real/AutoBF	280.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4985023585			
559967	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428230	1508				1342	CONNECTOR FEADER	NA	ROH	NA	120.64	S1_TIPM MEDIUM_P.PABLO	NO				
559969	04/12/2014	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	6	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	144.12	S1_CBC MY15_. (APROBAC	NO	4985026755			
559969	04/12/2014	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637200	1	3011	015	 	1342	"COVER, LOWER CBC"	NA	ROH	NA	6.69	S1_CBC MY15_. (APROBAC	NO	4985026755			
559970	04/12/2014	ZSCR	551	034-1	NA	'015	A2C74493401	NA	A2C74493401	6				1341	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	2500.56	S1_CBC MY15_. (APROBAC	NO	4985023428			
559972	04/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C38081400	41				1253	"""SUB FOBIK PCB T-ASM, NA/EU(U L T)"""	VUT019064	HALB	S.Real/AutoBF	1869.19	S1_PASE FOB CUSW_A.ADRI	NO				
559972	04/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C38136400	229				1253	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS)"""	VUT019064	HALB	S.Real/AutoBF	11562.21	S1_PASE FOB CUSW_A.ADRI	NO				
559972	04/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C74413400	34				1253	electronic assy PASE 433 Fiat E45	VUT019064	HALB	S.Real/AutoBF	1575.22	S1_PASE FOB CUSW_A.ADRI	NO				
559972	04/12/2014	MB1A	951	025-3	NA	'015	NA	NA	A2C83930600	88				1253	"""SUB FOBIK PCB TOP-ASM, NA/EU(U L)"""	VUT019064	HALB	S.Real/AutoBF	3796.32	S1_PASE FOB CUSW_A.ADRI	NO				
559996	04/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	1				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	416.76	S1_CBC MY15_. (APROBAC	NO	4985023502			
559996	04/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
559998	04/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
560008	04/12/2014	ZSCR	551	040-1	NA	'015	A2C86022600	NA	A2C8730230093	1	3011	015	 	1401	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	155.99	S1_CUSW UF RFHM_A.ADRIA	NO				
560010	04/12/2014	ZSCR	551	030-1	NA	'015	A2C82167600	NA	A2C8216760093	3	3011	015	 	1301	pcb assy Top	NA	HALB	S.Real	511.98	S1_WK_WD RFHUB_A.ADRIAN	NO				
560012	04/12/2014	ZSCR	551	040-1	NA	'015	A2C32292200	NA	A2C3229560093	2	3011	015	 	1401	CUSW PCB ASSY 433 TOP	NA	HALB	S.Real	299.38	S1_RFHM CUSW_A.ADRIANA	NO	4985024359			
560012	04/12/2014	ZSCR	551	040-1	NA	'015	A2C32296000	NA	A2C3229600093	3	3011	015	 	1401	CUSW PCB ASSY 433 BOT	NA	HALB	S.Real	480.21	S1_RFHM CUSW_A.ADRIANA	NO	4985024442			
560012	04/12/2014	ZSCR	551	040-1	NA	'015	A2C8016280093	NA	A2C8016280093	2	3011	015	 	1401	pcb assy RKE 433 w/oKG Var#1 TOP	NA	HALB	S.Real	231.06	S1_RFHM CUSW_A.ADRIANA	NO				
560024	04/12/2014	ZSCR	551	040-2	NA	'015	A2C73789705	NA	A2C7378970593	2	3011	015	 	1402	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	829.4	S1_CBC MY15_. (APROBAC	NO				
560024	04/12/2014	ZSCR	551	040-2	NA	'015	A2C74493401	NA	A2C7449340193	2	3011	015	 	1402	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO				
560027	04/12/2014	ZSCR	551	034-2	NA	'050	A2C80827900	NA	A2C53429651	34				1342	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"	NA	ROH	NA	11.56	S1_SPDJB_P.PABLO PALMER	NO				
560027	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32144600	NA	A2C53429652	184				1342	"TERM,0CONT,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	14.72	S1_SPDJB_P.PABLO PALMER	NO				
560027	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32118500	NA	A2C53430028	1				1342	"ANTENNA SYSTEM,MISC,PDM"	NA	ROH	NA	2.27	S1_SPDJB_P.PABLO PALMER	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00042519	2				1342	"4,36V,160mOhm,PowerSSO-24,GENERAL PURPOS"	NA	ROH	NA	11.2	S1_TIPM LOGIC_P.PABLO P	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C00058681	1				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	28.19	S1_TIPM LOGIC_P.PABLO P	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30889900T	NA	A2C00834100	3				1342	"IC SMART POW/-,QFN24,4,27V,35mOhm,HIGHSI"	NA	ROH	NA	48.18	S1_TIPM LOGIC_P.PABLO P	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C40010248	8				1342	"C ELEC,AL,100uF,20%,35V"	NA	ROH	NA	6.56	S1_TIPM LOGIC_P.PABLO P	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30822000	NA	A2C40014090	1				1342	"IC VOLT REG/L4989,SOIC-20"	NA	ROH	NA	2.85	S1_TIPM LOGIC_P.PABLO P	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30848900	NA	A2C40016793	6				1342	"IC SMART POW/L9823,SOLIC24,8,45V,1Ohm,Lo"	NA	ROH	NA	37.86	S1_TIPM LOGIC_P.PABLO P	NO				
560038	04/12/2014	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428197	35				1342	TERMINAL STRIP	NA	ROH	NA	74.55	S1_TIPM LOGIC_P.PABLO P	NO				
560041	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32292300	NA	A2C00042658	1				1342	"6.8uH,3.15A,SMD,COIL/b82475-A1682-01"	NA	ROH	NA	2.26	S1_RFHM CUSW_A.ADRIANA	NO				
560041	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C40000660	1				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	21.08	S1_RFHM CUSW_A.ADRIANA	NO				
560041	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53331174	27				1342	antenna	NA	ROH	NA	45.63	S1_RFHM CUSW_A.ADRIANA	NO				
560041	04/12/2014	ZSCR	551	034-2	NA	'050	A2C32292200	NA	A2C53375403	1				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	22.72	S1_RFHM CUSW_A.ADRIANA	NO				
560041	04/12/2014	ZSCR	551	034-2	NA	'050	A2C81624400	NA	A2C89521800	1				1342	pin header 16P V 2R THP	NA	ROH	NA	8.39	S1_RFHM CUSW_A.ADRIANA	NO				
560043	04/12/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C00062952	27				1342	"EX2-2K1J RELAY,POWER,TWIN,12V"	NA	ROH	NA	221.94	S1_TIPM MEDIUM_P.PABLO	NO				
560043	04/12/2014	ZSCR	551	034-2	NA	'050	A2C33278800	NA	A2C40018533	11				1342	"EM RELAY,TBD,SINGLE,12V"	NA	ROH	NA	47.96	S1_TIPM MEDIUM_P.PABLO	NO				
560043	04/12/2014	ZSCR	551	034-2	NA	'050	A2C30889500	NA	A2C53428230	2782				1342	CONNECTOR FEADER	NA	ROH	NA	222.56	S1_TIPM MEDIUM_P.PABLO	NO				
560057	04/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202	NA	A2C73753202	82	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	7867.08	S1_PASE FOB CUSW_A.ADRI	NO				
560101	04/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	4				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	200.72	410098771_PASE F	NO				
560102	04/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	5				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	251.2	410098771_PASE F	NO				
560103	04/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	1				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	47.16	410098771_PASE F	NO				
560150	05/12/2014	ZSCR	551	034-2	NA	'050	A2C32296000	NA	A2C32464300	4				1342	pcb	NA	ROH	NA	112.32	S1_RFHM CUSW_A.ADRIANA	NO				
560165	05/12/2014	ZSCR	551	034-2	NA	'015	A2C53406391	NA	A2C00019459	52	3011	015	 	1342	sticker identi spool unprin	NA	ROH	NA	36.92	S1_RFHM CUSW_A.ADRIANA	NO	4985024750			
560192	05/12/2014	ZSCR	551	034-2	NA	'050	A2C31229100	NA	A2C53428225	4				1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	204.24	S1_TIPM LOGIC_P.PABLO P	NO				
560195	05/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
560200	05/12/2014	ZSCR	551	030-1	NA	'050	A2C32296000	NA	A2C32464300	4				1301	pcb	NA	ROH	NA	112.32	S1_RFHM CUSW_A.ADRIANA	NO				
560204	05/12/2014	ZSCR	551	030-1	NA	'015	A2C87409100S	NA	A2C8216760093	3	3011	015	 	1301	pcb assy Top	NA	HALB	S.Real	511.98	S1_WK_WD RFHUB_A.ADRIAN	NO				
560208	05/12/2014	ZSCR	551	034-2	NA	'050	A2C74109000	NA	A2C37574600	720				1342	"FLAT CONNECTOR 1,2 X 0,6 X 12,2"	NA	ROH	NA	86.4	S1_CBC MY15_. (APROBAC	NO				
560208	05/12/2014	ZSCR	551	034-2	NA	'050	A2C74109000	NA	A2C37574700	800				1342	"FLAT CONNECTOR 2,8 x 0,8 X 11,8"	NA	ROH	NA	184	S1_CBC MY15_. (APROBAC	NO				
560208	05/12/2014	ZSCR	551	034-2	NA	'050	A2C74109000	NA	A2C53412606	88				1342	"FLAT CONNECTOR 6,3 X 0,8 X 15"	NA	ROH	NA	32.56	S1_CBC MY15_. (APROBAC	NO				
560212	05/12/2014	ZSCR	551	034-2	NA	'050	A2C87408000	NA	A2C35130200	2				1342	"RF-JACK FOR RS, KEY-H"	NA	ROH	NA	15.06	S1_RFHM CUSW_A.ADRIANA	NO				
560212	05/12/2014	ZSCR	551	034-2	NA	'050	A2C3229540093	NA	A2C40000660	1				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	21.08	S1_RFHM CUSW_A.ADRIANA	NO				
560212	05/12/2014	ZSCR	551	034-2	NA	'050	A2C53406359	NA	A2C53331174	24				1342	antenna	NA	ROH	NA	40.56	S1_RFHM CUSW_A.ADRIANA	NO				
560212	05/12/2014	ZSCR	551	034-2	NA	'050	A2C3229560093	NA	A2C53375403	5				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	113.6	S1_RFHM CUSW_A.ADRIANA	NO				
560212	05/12/2014	ZSCR	551	034-2	NA	'050	A2C87408100	NA	A2C89522000	1				1342	pin header 20P V 2R THP	NA	ROH	NA	9.52	S1_RFHM CUSW_A.ADRIANA	NO				
560216	05/12/2014	ZSCR	551	034-2	NA	'050	A2C87408000	NA	A2C35130200	1				1342	"RF-JACK FOR RS, KEY-H"	NA	ROH	NA	7.53	S1_CUSW UF RFHM_A.ADRIA	NO				
560216	05/12/2014	ZSCR	551	034-2	NA	'050	A2C3229560093	NA	A2C40000660	5				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	105.4	S1_CUSW UF RFHM_A.ADRIA	NO				
560216	05/12/2014	ZSCR	551	034-2	NA	'050	A2C87408200	NA	A2C89521800	3				1342	pin header 16P V 2R THP	NA	ROH	NA	25.17	S1_CUSW UF RFHM_A.ADRIA	NO				
560233	05/12/2014	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	1	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	24.02	S1_CBC MY15_. (APROBAC	NO	4985026755			
560238	05/12/2014	ZSCR	551	034-4	NA	'015	A2C74493401	NA	A2C74493401	3				1344	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	1250.28	S1_CBC MY15_. (APROBAC	NO	4985023668			
560242	05/12/2014	ZSCR	551	050-1	NA	'015	A2C74493401	NA	A2C74493401	1				1501	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	416.76	S1_CBC MY15_. (APROBAC	NO	4985023958			
560246	05/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	2	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO				
560260	05/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	14				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	703.36	410098771_PASE F	NO				
560260	05/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395960192	3				1104	pcb topSMD CHR UF 4-BTN bottom	QN410098771	HALB	S.Real	141.48	410098771_PASE F	NO				
560260	05/12/2014	MB1A	551	010-4	95000021	'015	NA	NA	A2C7395980192	8				1104	pcb topSMD CHR UF 5-BTN top	QN410098771	HALB	S.Real	401.44	410098771_PASE F	NO				
560265	05/12/2014	ZSCR	551	034-2	NA	'015	A2C3813640092	NA	A2C3813640092	2	3011	015	 	1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	100.48	S1_PASE FOB CUSW_A.ADRI	NO	**			
560265	05/12/2014	ZSCR	551	034-2	NA	'015	A2C7395960192	NA	A2C7395960192	2	3011	015	 	1342	pcb topSMD CHR UF 4-BTN bottom	NA	HALB	S.Real	94.32	S1_PASE FOB CUSW_A.ADRI	NO				
560265	05/12/2014	ZSCR	551	034-2	NA	'015	A2C7395980192	NA	A2C7395980192	3	3011	015	 	1342	pcb topSMD CHR UF 5-BTN top	NA	HALB	S.Real	150.54	S1_PASE FOB CUSW_A.ADRI	NO				
560395	05/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	43				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	3552.23	S1_PASE FOB CUSW_A.ADRI	NO				
560396	05/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	32				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	2643.52	S1_PASE FOB CUSW_A.ADRI	NO				
560396	05/12/2014	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	7				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	596.61	S1_PASE FOB CUSW_A.ADRI	NO				
560397	05/12/2014	ZSCR	551	030-1	NA	'015	A2C74094301	NA	A2C74094301	13				1301	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	1061.06	S1_PASE FOB CUSW_A.ADRI	NO	4985023363			
560397	05/12/2014	ZSCR	551	030-1	NA	'015	A2C86023300	NA	A2C86023300	23				1301	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	1900.03	S1_PASE FOB CUSW_A.ADRI	NO	4985023419			
560398	05/12/2014	ZSCR	551	050-5	NA	'015	A2C73753202	NA	A2C73753202	26	3011	015	 	1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	2494.44	S1_PASE FOB CUSW_A.ADRI	NO				
560399	05/12/2014	ZSCR	551	050-5	NA	'015	A2C73753002	NA	A2C73753002	108	3011	015	 	1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	10494.36	S1_PASE FOB CUSW_A.ADRI	NO				
560476	05/12/2014	MB1A	951	025-3	NA	'015	NA	67AA	A2C74513301	77				1253	BCU CHR MY14 max MY14SWonMY13HW	VUT017188	FERT	NA	35212.87	S1_CBC MY15_. (APROBAC	NO	4985022747			
560498	05/12/2014	ZSCR	551	040-2	NA	'050	A2C73789604	NA	A2C73599005	2				1402	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_. (APROBAC	NO				
560499	05/12/2014	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	3	3011	015	 	1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	1244.1	S1_CBC MY15_. (APROBAC	NO				
560500	05/12/2014	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
560501	05/12/2014	ZSCR	551	040-2	NA	'015	A2C73789605	NA	A2C7378970593	1	3011	015	 	1402	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO				
560501	05/12/2014	ZSCR	551	040-2	NA	'015	A2C74493401	NA	A2C7449340193	1	3011	015	 	1402	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO				
560502	05/12/2014	ZSCR	551	030-1	NA	'015	A2C74493401	NA	A2C7449340193	2	3011	015	 	1301	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO				
560503	05/12/2014	ZSCR	551	030-1	NA	'015	A2C8016290092	NA	A2C8016290092	4				1301	pcb assy RKE 433 w/oKG Var#3 BOT	NA	HALB	S.Real/AutoBF	233.28	S1_RFHM CUSW_A.ADRIANA	NO	4985023394			
560504	05/12/2014	ZSCR	551	034-2	NA	'015	A2C81624600	NA	A2C8216770093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	168.24	S1_WK_WD RFHUB_A.ADRIAN	NO				
560504	05/12/2014	ZSCR	551	034-2	NA	'015	A2C81624600	NA	A2C8216770093	3	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	504.72	S1_WK_WD RFHUB_A.ADRIAN	NO				
560505	05/12/2014	ZSCR	551	034-2	NA	'015	A2C93174400	NA	A2C8216760093	1	3011	015	 	1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO				
560506	05/12/2014	ZSCR	551	030-1	NA	'015	A2C86022600	NA	A2C8730230093	4	3011	015	 	1301	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	623.96	S1_CUSW UF RFHM_A.ADRIA	NO				
560507	05/12/2014	ZSCR	551	034-2	NA	'015	A2C86022600	NA	A2C8730230093	3	3011	015	 	1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	467.97	S1_CUSW UF RFHM_A.ADRIA	NO				
560508	05/12/2014	ZSCR	551	040-4	NA	'015	A2C90502800	NA	A2C9113260093	1	3011	015	 	1404	pcb assy PASE 433 Top	NA	HALB	S.Real	145.04	S1_RFHM CUSW_A.ADRIANA	NO				
560511	05/12/2014	ZSCR	551	034-2	NA	'050	A2C31556200	NA	A2C00042316	2				1342	"18.52mH,5mA,SMD,COIL/Transponder Coil"	NA	ROH	NA	4.28	S1_TIPM LOGIC_P.PABLO P	NO				
560511	05/12/2014	ZSCR	551	034-2	NA	'050	A2C30850300	NA	A2C00058681	8				1342	"IC MCU BLK/MC9S12XET512BMAG,3M25J or1M12"	NA	ROH	NA	225.52	S1_TIPM LOGIC_P.PABLO P	NO				
560511	05/12/2014	ZSCR	551	034-2	NA	'050	A2C53428272T	NA	A2C00833800	8				1342	"IC SMART POW/-,12.00 X 12.00 / 1.00,4,41"	NA	ROH	NA	157.04	S1_TIPM LOGIC_P.PABLO P	NO				
