No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	 	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
638858	06/07/2015	ZSCR	551	040-5	NA	'054	A2C32453901	A2C32453901	#N/A	A2C53424009	1916	3011	054	 	1405	"pan head screw 3,5 x 12,00 1268"	#N/A	ROH	NA	440.68	PS_RENAULT_.	NO	4991582999
638922	07/07/2015	ZSCR	551	030-1	NA	'054	5WK43967	5WK43967	06	A2C53243155MI	1	3011	054	 	1301	MI assy C207 WITH PPS/WITHOUT RO	#N/A	HALB	S.Real	459.82	PS_ARAMIS II MCG_F.FERN	NO	4991582494
638924	07/07/2015	ZSCR	551	030-1	NA	'054	5WK43967	5WK43967	06	A2C53243155MI	1	3011	054	 	1301	MI assy C207 WITH PPS/WITHOUT RO	#N/A	HALB	S.Real	459.82	PS_ARAMIS II MCG_F.FERN	NO	4991582494
638925	07/07/2015	ZSCR	551	030-1	NA	'054	A2C80645004	A2C80645004	#N/A	A2C96630200	1	3011	054	 	1301	pcb assy DAGA3C207 V12-1	#N/A	HALB	S.Real	350.71	PS_ARAMIS III_.	NO	4991583240
638926	07/07/2015	ZSCR	551	030-1	NA	'054	A2C80645004	A2C80645004	#N/A	A2C96630200	1	3011	054	 	1301	pcb assy DAGA3C207 V12-1	#N/A	HALB	S.Real	350.71	PS_ARAMIS III_.	NO	4991583240
638928	07/07/2015	ZSCR	551	030-1	NA	'054	A2C80612810	A2C80612810	#N/A	A2C81455800	1	3011	054	 	1301	pcb assy RENT4 V01	#N/A	HALB	S.Real	134.62	PS_RENAULT_.	NO	4991583178
638930	07/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
638931	07/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
638932	07/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
638933	07/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
638935	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4991583271
638943	07/07/2015	ZSCR	551	030-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C814558000193	1	3011	054	 	1301	pcb assy RENT4 V01 (SW 02) TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	
638944	07/07/2015	ZSCR	551	030-1	NA	'054	A2C53412213	5WY88020	#N/A	A2C53412223	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	133.47	PSAD_GM BRASIL_A.ANA TA	NO	4991582793
638952	07/07/2015	ZSCR	551	030-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	#N/A	HALB	S.Real	260.88	PS_SDM30_.	NO	
638969	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
638970	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639003	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	1	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4991583271
639005	07/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
639006	07/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
639008	07/07/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	2	3011	054	 	1301	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	920.56	PS_ARAMIS III_.	NO	4991583219
639010	07/07/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1301	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
639039	07/07/2015	ZSCR	551	030-1	NA	'054	A2C8327790092	A2C82735100	#N/A	A2C83277500	2	3011	054	 	1301	pcb	#N/A	ROH	NA	48.28	PS_SDM30_.	NO	4991583348
639048	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639049	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639062	07/07/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1301	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
639085	07/07/2015	ZSCR	551	030-1	NA	'054	A2C83012100	A2C83011900	#N/A	A2C8301210093	1	3011	054	 	1301	pcb assy OPLA3 370 lado TOP	#N/A	HALB	S.Real	198.61	PSAD_OPEL 3300_.	NO	
639111	07/07/2015	ZSCR	551	030-1	NA	'054	A2C53429875	5WK44354	#N/A	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	#N/A	HALB	S.Real	169.81	PS_HYUNDAI_.	NO	4991582672
639113	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639114	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639115	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639116	07/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639117	07/07/2015	ZSCR	551	030-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	#N/A	HALB	S.Real	260.88	PS_SDM30_.	NO	
639124	07/07/2015	ZSCR	551	030-1	NA	'054	A2C8327790093	A2C82735100	#N/A	A2C83277500	12	3011	054	 	1301	pcb	#N/A	ROH	NA	289.68	PS_SDM30_.	NO	4991583348
639166	07/07/2015	ZSCR	551	040-1	NA	'054	5WY89350	5WY89350	01	A2C31080700	1	3011	054	 	1401	airbag	#N/A	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4991582914
639176	07/07/2015	ZSCR	551	040-3	NA	'054	5WY88020	5WY88020	#N/A	A2C53412213	1	3011	054	 	1403	pcb assy	#N/A	HALB	S.Real/AutoBF	157.98	PSAD_GM BRASIL_A.ANA TA	NO	4991581187
639178	07/07/2015	ZSCR	551	040-5	NA	'054	A2C86852400	A2C86852400	#N/A	A2C86852400	1	3011	054	 	1405	ACU HMCUD MY13 S10 12 XX 0 0 0 000	#N/A	FERT	NA	244.18	PS_HYUNDAI_.	NO	4991581518
639180	07/07/2015	ZSCR	551	040-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C92572300	1	3011	054	 	1401	pcb assy GMSMD30	#N/A	HALB	S.Real/AutoBF	264.43	PS_SDM30_.	NO	4991580948
639188	07/07/2015	ZSCR	551	040-3	NA	'054	5WK44774	5WK44774	#N/A	A2C53245952	2	3011	054	 	1403	"housing FIP 152,0x 135,7"	#N/A	ROH	NA	48.5	PS_ARAMIS III_.	NO	4991582724
639194	07/07/2015	ZSCR	551	040-3	NA	'054	A2C86852400	A2C86852400	#N/A	A2C30901300	1	3011	054	 	1403	base plate	#N/A	ROH	NA	10.93	PS_HYUNDAI_.	NO	4991582672
639194	07/07/2015	ZSCR	551	040-3	NA	'054	A2C86852400	A2C86852400	#N/A	A2C53337250	4	3011	054	 	1403	"pan head screw M3 x 8,00 1242"	#N/A	ROH	NA	0.88	PS_HYUNDAI_.	NO	4991582672
639194	07/07/2015	ZSCR	551	040-3	NA	'054	A2C86852400	A2C86852400	#N/A	A2C87110200	2	3011	054	 	1403	pcb assy PTFSPEED10 D_26	#N/A	HALB	S.Real	435.94	PS_HYUNDAI_.	NO	4991582672
639201	07/07/2015	ZSCR	551	040-4	NA	'054	5WY89350	5WY89350	01	A2C53436156	13	3011	054	 	1404	cover RAP T BK	#N/A	ROH	NA	106.6	PS_CHRYSLER MY2013_.	NO	4991582914
639207	07/07/2015	ZSCR	551	034-9	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	2	3011	054	 	1349	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	670.22	PS_SDM30_.	NO	4991580729
639209	07/07/2015	ZSCR	551	034-9	NA	'054	A2C91764400	A2C91764400	#N/A	A2C91764400	3	3011	054	 	1349	ACU MY14 S15 18 XX 0 1 0 000	#N/A	FERT	NA	1422.27	PS_SDM30_.	NO	4991580748
639210	07/07/2015	ZSCR	551	040-1	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	473.16	PS_SDM30_.	NO	4991580973
639211	07/07/2015	ZSCR	551	040-3	NA	'054	A2C86852400	A2C86852400	#N/A	A2C87110200	1	3011	054	 	1403	pcb assy PTFSPEED10 D_26	#N/A	HALB	S.Real	217.97	PS_HYUNDAI_.	NO	4991582672
639212	07/07/2015	ZSCR	551	040-3	NA	'054	A2C81542300	A2C81542300	01	A2C81543200	1	3011	054	 	1403	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
639220	07/07/2015	ZSCR	551	040-3	NA	'054	5WK44057	5WK44057	08	A2C53324560	250	3011	054	 	1403	certification label spool part p	#N/A	ROH	NA	132.5	PS_ARAMIS III_.	NO	4991582545
639222	07/07/2015	ZSCR	551	040-3	NA	'054	A2C82735100	A2C82735100	#N/A	A2C83145200	50	3011	054	 	1403	certification label identificati	#N/A	ROH	NA	15	PS_SDM30_.	NO	4991583348
639223	07/07/2015	ZSCR	551	034-2	NA	'054	A2C82735100	A2C82735100	#N/A	A2C40000022	2	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	#N/A	ROH	NA	15.72	PS_SDM30_.	NO	4991583348
639223	07/07/2015	ZSCR	551	034-2	NA	'054	A2C82134700	A2C82134700	#N/A	A2C40000025	3	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	#N/A	ROH	NA	25.14	PS_SDM30_.	NO	4991583311
639230	07/07/2015	ZSCR	551	034-9	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	13	3011	054	 	1349	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	4356.43	PS_SDM30_.	NO	4991580729
639231	07/07/2015	ZSCR	551	034-9	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	3	3011	054	 	1349	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	1419.48	PS_SDM30_.	NO	4991580765
639232	07/07/2015	ZSCR	551	050-3	NA	'054	5WK44188	5WK44188	01	5WK44188	2	3011	054	 	1503	R231 WPyroPPSg WRO WPO Aramis 3	01	FERT	NA	1168.46	PS_ARAMIS III_.	NO	4991581621
639232	07/07/2015	ZSCR	551	050-3	NA	'054	5WK44771	5WK44771	#N/A	5WK44771	6	3011	054	 	1503	ACU DAGARM3 MY10 M35 24 XX 0 1 0	#N/A	FERT	NA	2969.82	PS_ARAMIS III_.	NO	4991581627
639232	07/07/2015	ZSCR	551	050-3	NA	'054	A2C80644602	A2C80644602	#N/A	A2C80644602	1	3011	054	 	1503	ACU DAGA3WS212 MY12 M35 24 XX 0 1 0 000	#N/A	FERT	NA	493.15	PS_ARAMIS III_.	NO	4991581647
639232	07/07/2015	ZSCR	551	050-3	NA	'054	A2C80644604	A2C80644604	#N/A	A2C80644604	1	3011	054	 	1503	ACU DAGA3WS212 MY12 M35 24 XX 0 1 0 000	#N/A	FERT	NA	494.93	PS_ARAMIS III_.	NO	4991581670
639237	07/07/2015	ZSCR	551	040-3	NA	'054	A2C80612810	A2C80612810	#N/A	A2C81455800	12	3011	054	 	1403	pcb assy RENT4 V01	#N/A	HALB	S.Real	1615.44	PS_RENAULT_.	NO	4991583178
639239	07/07/2015	ZSCR	551	040-3	NA	'054	A2C80612810	A2C80612810	#N/A	A2C81455800	15	3011	054	 	1403	pcb assy RENT4 V01	#N/A	HALB	S.Real	2019.3	PS_RENAULT_.	NO	4991583178
639242	07/07/2015	ZSCR	551	040-3	NA	'054	A2C80612810	A2C80612810	#N/A	A2C80612810	21	3011	054	 	1403	ACU RENT4X52 MY12 S15 02 00 0 0 0 000	#N/A	FERT	NA	3194.73	PS_RENAULT_.	NO	4991581205
639522	08/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
639523	08/07/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89360	01	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	#N/A	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4991582914
639528	08/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_RENAULT_.	NO	4991583178
639529	08/07/2015	ZSCR	551	030-1	NA	'054	A2C81542300	A2C81542300	01	A2C81543200	1	3011	054	 	1301	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
639530	08/07/2015	ZSCR	551	030-1	NA	'054	A2C81542300	A2C81542300	01	A2C81543200	1	3011	054	 	1301	pcb assy	#N/A	HALB	S.Real	442.38	PS_ARAMIS 2013_.	NO	4991583271
639531	08/07/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	#N/A	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	#N/A	HALB	S.Real	120.62	PS_ARAMIS III_.	NO	4991583178
639532	08/07/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	01	A2C53388687	3	3011	054	 	1301	circuit board assy	#N/A	HALB	S.Real	1134.72	PS_ARAMIS 2013_.	NO	4991583271
639533	08/07/2015	ZSCR	551	030-1	NA	'054	A2C53388687	5WY90220	01	A2C53342620	3	3011	054	 	1301	pcb DC main	#N/A	ROH	NA	57.87	PS_ARAMIS 2013_.	NO	4991582990
639551	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991580875
639560	08/07/2015	ZSCR	551	040-3	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991581373
639561	08/07/2015	ZSCR	551	040-3	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991581373
639562	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764400	A2C91764400	#N/A	A2C91764400	1	3011	054	 	1401	ACU MY14 S15 18 XX 0 1 0 000	#N/A	FERT	NA	474.09	PS_SDM30_.	NO	4991580945
639563	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991580875
639564	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764400	A2C91764400	#N/A	A2C91764400	1	3011	054	 	1401	ACU MY14 S15 18 XX 0 1 0 000	#N/A	FERT	NA	474.09	PS_SDM30_.	NO	4991580945
639566	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764400	A2C91764400	#N/A	A2C91764400	2	3011	054	 	1401	ACU MY14 S15 18 XX 0 1 0 000	#N/A	FERT	NA	948.18	PS_SDM30_.	NO	4991580945
639568	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991580875
639571	08/07/2015	ZSCR	551	040-3	NA	'054	A2C91764400	A2C91764400	#N/A	A2C91764400	1	3011	054	 	1403	ACU MY14 S15 18 XX 0 1 0 000	#N/A	FERT	NA	474.09	PS_SDM30_.	NO	4991581383
639572	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	2	3011	054	 	1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	670.22	PS_SDM30_.	NO	4991580875
639574	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91763900	A2C91763900	#N/A	A2C91763900	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 06 XX 0 0 0 000	#N/A	FERT	NA	322.65	PS_SDM30_.	NO	4991580866
639575	08/07/2015	ZSCR	551	040-3	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991581373
639578	08/07/2015	ZSCR	551	040-2	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1402	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
639580	08/07/2015	ZSCR	551	040-3	NA	'054	A2C80612810	A2C80612810	#N/A	A2C81455800	2	3011	054	 	1403	pcb assy RENT4 V01	#N/A	HALB	S.Real	269.24	PS_RENAULT_.	NO	4991583178
639581	08/07/2015	ZSCR	551	040-3	NA	'054	A2C85841502	A2C85841502	#N/A	A2C8145580001	1	3011	054	 	1403	pcb assy RENT4 V01 (SW 02)	#N/A	HALB	S.Real	134.1	PS_RENAULT_.	NO	
639582	08/07/2015	ZSCR	551	040-1	NA	'054	A2C86852400	A2C86852400	#N/A	A2C86852400	1	3011	054	 	1401	ACU HMCUD MY13 S10 12 XX 0 0 0 000	#N/A	FERT	NA	244.18	PS_HYUNDAI_.	NO	4991580858
639583	08/07/2015	ZSCR	551	040-3	NA	'054	5WY89350	5WY89350	01	A2C31080700	1	3011	054	 	1403	airbag	#N/A	HALB	S.Real	344.3	PS_CHRYSLER MY2013_.	NO	4991582914
639595	08/07/2015	ZSCR	551	040-1	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1401	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991580875
639596	08/07/2015	ZSCR	551	040-1	NA	'054	5WY90360	5WY90360	#N/A	A2C34805100	1	3011	054	 	1401	pcb assy	#N/A	HALB	S.Real/AutoBF	171.33	PSAD_GM BRASIL_A.ANA TA	NO	4991580779
639597	08/07/2015	ZSCR	551	040-1	NA	'054	A2C85841502	A2C85841502	#N/A	A2C8145580001	1	3011	054	 	1401	pcb assy RENT4 V01 (SW 02)	#N/A	HALB	S.Real	134.1	PS_RENAULT_.	NO	
639598	08/07/2015	ZSCR	551	040-5	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1405	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991581555
639603	08/07/2015	ZSCR	551	040-3	NA	'054	A2C82134700	A2C82134700	#N/A	A2C53395715	3	3011	054	 	1403	housing WIC P BK A-B	#N/A	ROH	NA	145.65	PS_SDM30_.	NO	4991583311
639604	08/07/2015	ZSCR	551	040-5	NA	'054	A2C31080700	5WY89360	01	A2C30202900	3	3011	054	 	1405	multipoint connector 84P H 2SYS AFAD	#N/A	ROH	NA	125.58	PS_CHRYSLER MY2013_.	NO	4991582914
639607	08/07/2015	ZSCR	551	040-3	NA	'054	A2C83711000	A2C83711000	#N/A	A2C84661700	1	3011	054	 	1403	pcb assy VW20 D_4	#N/A	HALB	S.Real	268.94	PS_VW20 MQB_.	NO	
639611	08/07/2015	ZSCR	551	040-5	NA	'054	A2C83711000	A2C83711000	#N/A	A2C84661700	1	3011	054	 	1405	pcb assy VW20 D_4	#N/A	HALB	S.Real	268.94	PS_VW20 MQB_.	NO	
639613	08/07/2015	ZSCR	551	040-1	NA	'054	A2C80644604	A2C80644604	#N/A	A2C95923700	1	3011	054	 	1401	pcb assy DAGARM3 V14-1	#N/A	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4991583219
639619	08/07/2015	ZSCR	551	040-5	NA	'054	A2C81542300	A2C81542300	01	A2C81542300	1	3011	054	 	1405	ACU CHRJC MY13 M30 13 10 0 1 0 000	01	FERT	NA	476.07	PS_ARAMIS 2013_.	NO	4991581513
639625	08/07/2015	ZSCR	551	040-5	NA	'054	A2C31080700	5WY89360	01	A2C53330109	1	3011	054	 	1405	socket	#N/A	ROH	NA	17.49	PS_CHRYSLER MY2013_.	NO	4991582914
639626	08/07/2015	ZSCR	551	040-3	NA	'054	A2C82134700	A2C82134700	#N/A	A2C40000025	3	3011	054	 	1403	"C ELEC,AL,6.8mF,20%,35V"	#N/A	ROH	NA	25.14	PS_SDM30_.	NO	4991583311
639627	08/07/2015	ZSCR	551	034-9	NA	'054	A2C91764100	A2C91764100	#N/A	A2C91764100	1	3011	054	 	1349	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	#N/A	FERT	NA	335.11	PS_SDM30_.	NO	4991580729
639628	08/07/2015	ZSCR	551	034-9	NA	'054	A2C96810400	A2C96810400	#N/A	A2C96810400	1	3011	054	 	1349	ACU GMSDM30 MY14 S15 18 XX 0 1 0 SDM30.1	#N/A	FERT	NA	473.16	PS_SDM30_.	NO	4991580765
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00003778	1223	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	12.23	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663020092	A2C80645004	#N/A	A2C00003778	188	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	1.88	PS_ARAMIS III_F.FERNAND	NO	4991583240
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010092	A2C86816504	#N/A	A2C00003778	17	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	0.17	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663090092	A2C82347404	#N/A	A2C00003778	179	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	1.79	PS_ARAMIS III_F.FERNAND	NO	4991583336
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663140092	A2C86816904	#N/A	A2C00003778	90	3011	054	 	1351	"R LIN,10R,5%,TK250,125mW,0805"	#N/A	ROH	NA	0.9	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00003818	26	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.26	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010092	A2C86816504	#N/A	A2C00003848	4	3011	054	 	1351	"R LIN,47R,5%,TK200,100mW,0603"	#N/A	ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00004031	5	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"	#N/A	ROH	NA	0.15	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010093	A2C86816504	#N/A	A2C00004031	6	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"	#N/A	ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9663010092	A2C86816504	#N/A	A2C00004031	1	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"	#N/A	ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370093	A2C80644604	#N/A	A2C00004031	13	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"	#N/A	ROH	NA	0.39	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00004318	15	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"	#N/A	ROH	NA	0.15	PS_ARAMIS III_F.FERNAND	NO	4991583219
639729	09/07/2015	ZSCR	551	035-1	0	'054	A2C9592370092	A2C80644604	#N/A	A2C00004322	119	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"	#N/A	ROH	NA	1.19	PS_ARAMIS III_F.FERNAND	NO	4991583219
