No.Item	Fecha		Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00059153	1	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.24	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00004391	7	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.14	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00019591	52	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.52	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00020588	16	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.16	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00002196	4	1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.08	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00019592	62	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.62	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00052689	392	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	3.92	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00007895	18	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.54	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00037882	599	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	5.99	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00039660	16	1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	5.76	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00019595	30	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.3	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C5339962992	NA	A2C00033507	7	1351	"11K,0.1%,TK25,63mW,0603,LIN RES/"		ROH	NA	2.52	PS_HONDA HRS5_GERARDO E	NO	4962327012		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00004363	7	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.07	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00010444	23	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.23	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00052765	22	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	33	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00061928	21	1351	"IC MEM/M95640-WDW3TP/PC/AT25640A-TQ27U1,"		ROH	NA	55.65	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00059117	5	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.25	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00020588	30	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.3	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00025460	1	1351	"330R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ3"		ROH	NA	0.01	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00019591	17	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.17	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00007895	24	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.72	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617A	NA	A2C00044582	1	1351	"L COIL/-,22uH,1.25A,SMD"		ROH	NA	1.5	PS_HONDA HRS5_GERARDO E	NO	4962326830		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00051994	2	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	3.32	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00052765	4	1351	"220uH,400mA,SMD,COIL/"		ROH	NA	6	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00020588	33	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.33	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00059117	3	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.15	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00061928	4	1351	"IC MEM/M95640-WDW3TP/PC/AT25640A-TQ27U1,"		ROH	NA	10.6	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620A	NA	A2C00044582	1	1351	"L COIL/-,22uH,1.25A,SMD"		ROH	NA	1.5	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00004363	6	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00042782	11	1351	"T BIP/BCP56-16,SOT223"		ROH	NA	3.52	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00020588	19	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.19	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00052919	4	1351	"1,N_CHAN,MOS,POWER,55V,30A,15mOhm,TO252/"		ROH	NA	11.52	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00019591	542	1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	5.42	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00019592	304	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	3.04	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00030420	164	1351	"4,EQ ISO,0804,10K,5%,31mW,NET RES/ARV"		ROH	NA	13.12	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00038737	1	1351	"15nF,10%,100V,X7R,0603,,CER CAP/"		ROH	NA	0.04	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00052689	38	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.38	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00022829	57	1351	"56K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.57	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00038706	3	1351	"NUP2105L/350W,24V,SOT23,Dual SUP DIODE ("		ROH	NA	1.23	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00037882	1196	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	11.96	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399617B	NA	A2C00019595	39	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.39	PS_HONDA HRS5_GERARDO E	NO	4962326843		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00004363	9	1351	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.09	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00004366	3	1351	"R LIN,68K1,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00020588	11	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.11	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00020218	5	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.1	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00019592	100	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00052689	8	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00007895	31	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.93	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225072	29/10/2012		ZSCR	551	035-1	0	'054	A2C53399620B	NA	A2C00037882	326	1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	3.26	PS_HONDA HRS5_GERARDO E	NO	4962326863		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00010853	53	1351	"3.6KW,24V,DO218,SUP DIODE/SM5S24A autom"		ROH	NA	251.22	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00047217	12	1351	"TLE6250 3,3V,TRANSCEIVER,CAN,P-DSO-8-3,B"		ROH	NA	38.52	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00052767	18	1351	"100uH,1A,SMD,COIL/"		ROH	NA	50.94	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00051978	11	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	6.6	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00010918	6	1351	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.06	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00051989	1	1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.1	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875A	NA	A2C00029771	1	1351	"51uH,200mA,SMD,CAN-COIL/ ++PLS USE A2C00"		ROH	NA	1.57	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00017750	20	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	3.2	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00011061	64	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	6.4	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00059117	21	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	1.05	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225073	29/10/2012		ZSCR	551	035-1	0	'054	A2C53429875B	NA	A2C00010918	48	1351	"100K,1%,TK100,63mW,0402,LIN RES/ERJ"		ROH	NA	0.48	PS_HYUNDAI_GERARDO ECHE	NO	4962328000		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00010444	3	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.03	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00004981	88	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	4.4	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00025460	47	1351	"330R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ3"		ROH	NA	0.47	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00007729	220	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	2.2	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237B	NA	A2C00007912	189	1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"		ROH	NA	37.8	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237B	NA	A2C00010444	4	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.04	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237B	NA	A2C00004981	132	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	6.6	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237B	NA	A2C00007729	31	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.31	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300B	NA	A2C00003826	3	1351	"1K5,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.03	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300B	NA	A2C00010444	75	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.75	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00010444	50	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.5	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410092	NA	A2C00004981	19	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	0.95	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410092	NA	A2C00004349	21	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.21	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410092	NA	A2C00046692	1	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.03	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00025460	4	1351	"330R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ3"		ROH	NA	0.04	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00046692	17	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.51	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00004318	3	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00056152	1	1351	"22uH,1.95A,SMD,COIL/"		ROH	NA	1.5	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004981	8	1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	0.4	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004322	7	1351	"5K62,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.07	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00010444	2	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.02	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00056152	1	1351	"22uH,1.95A,SMD,COIL/"		ROH	NA	1.5	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00010444	1	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.01	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00042629	5	1351	"8,0V,0Ohm,QFP80,Multiple Airbag Restrain"		ROH	NA	149.4	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00021262	7	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	1.68	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00021293	28	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP/BC857B"		ROH	NA	2.24	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004567	20	1351	"51K1,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.2	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00029771	2	1351	"51uH,200mA,SMD,CAN-COIL/ ++PLS USE A2C00"		ROH	NA	3.14	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225074	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00007729	41	1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.41	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00046069	1	1351	"4,0V,0Ohm,QFP80,Multiple Airbag Restrain"		ROH	NA	27.8	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00043841	5	1351	"EEPROM,64KBit,8k x 8,SO8,-40C,125C,MEMOR"		ROH	NA	12.45	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00039384	1	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	1.52	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00017750	4	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.64	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00053339	7	1351	"Airbag Power Supply,OTHER IC/ ATIC65 APA"		ROH	NA	145.11	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00037383	1	1351	"22uF,10%,25V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	1.85	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00064844	31	1351	"TJA1021T/20/C and ATA6663, IC BUS DRIV/L"		ROH	NA	64.79	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C8095410093	NA	A2C00002112	14	1351	"6.8pF,0.25pF,50V,C0G,0603,TINNED,CER CAP"		ROH	NA	0.42	PS_VW10 LC_GERARDO ECHE	NO	4962328444		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00020895	6	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.54	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00002144	179	1351	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	3.58	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00002112	3	1351	"6.8pF,0.25pF,50V,C0G,0603,TINNED,CER CAP"		ROH	NA	0.09	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00007695	11	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	1.87	PS_VW10 LC_GERARDO ECHE	NO	4962328436		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00007695	72	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	12.24	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00064844	80	1351	"TJA1021T/20/C and ATA6663, IC BUS DRIV/L"		ROH	NA	167.2	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300B	NA	A2C00007895	50	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	1.5	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00043841	80	1351	"EEPROM,64KBit,8k x 8,SO8,-40C,125C,MEMOR"		ROH	NA	199.2	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00020895	32	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	2.88	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53372300A	NA	A2C00002112	104	1351	"6.8pF,0.25pF,50V,C0G,0603,TINNED,CER CAP"		ROH	NA	3.12	PS_VW10 LC_GERARDO ECHE	NO	4962328348		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00056152	3	1351	"22uH,1.95A,SMD,COIL/"		ROH	NA	4.5	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00043841	9	1351	"EEPROM,64KBit,8k x 8,SO8,-40C,125C,MEMOR"		ROH	NA	22.41	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00002112	54	1351	"6.8pF,0.25pF,50V,C0G,0603,TINNED,CER CAP"		ROH	NA	1.62	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53391237A	NA	A2C00064844	92	1351	"TJA1021T/20/C and ATA6663, IC BUS DRIV/L"		ROH	NA	192.28	PS_VW10 LC_GERARDO ECHE	NO	4962328423		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00018819	32	1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	2.88	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00029771	2	1351	"51uH,200mA,SMD,CAN-COIL/ ++PLS USE A2C00"		ROH	NA	3.14	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00017564	11	1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	6.93	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00007695	3	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.51	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
225075	29/10/2012		ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00017750	15	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	2.4	PS_VW10 LC_GERARDO ECHE	NO	4962328373		
